theta,V_unperturbed,V_perturbed_dvnet_poly
4.374848183840198,2.2335193,1.7670705
4.387427133404122,2.100167,1.6266639
4.400006082968044,1.9664922,1.4862444
4.412585032531968,1.8325163,1.3458132
4.42516398209589,1.6982641,1.2053759
4.437742931659814,1.5637573,1.0649375
4.450321881223736,1.4290218,0.92450666
4.46290083078766,1.2940825,0.78409404
4.475479780351584,1.1589636,0.6437092
4.488058729915506,1.0236919,0.5033665
4.50063767947943,0.8882926,0.36307842
4.513216629043352,0.75279367,0.22286153
4.525795578607276,0.61722183,0.0827322
4.5383745281711985,0.48160368,-0.057293653
4.550953477735122,0.34596857,-0.1971958
4.5635324272990445,0.21034569,-0.3369537
4.576111376862968,0.07475933,-0.47655192
4.588690326426891,-0.060760237,-0.6159678
4.6012692759908145,-0.19618303,-0.7551789
4.613848225554737,-0.331482,-0.89416546
4.6264271751186605,-0.46662736,-1.0329041
4.639006124682584,-0.60159093,-1.1713732
4.651585074246507,-0.7363442,-1.3095505
4.6641640238104305,-0.8708582,-1.4474125
4.676742973374353,-1.0051045,-1.5849366
4.6893219229382765,-1.1390563,-1.7221012
4.701900872502199,-1.2726852,-1.8588828
4.714479822066123,-1.405964,-1.9952596
4.727058771630045,-1.5388665,-2.1312096
4.739637721193969,-1.6713662,-2.2667115
4.752216670757891,-1.8034375,-2.4017432
4.764795620321815,-1.9350525,-2.5362816
4.777374569885739,-2.0661926,-2.670312
4.789953519449661,-2.196831,-2.8038118
4.802532469013585,-2.3269458,-2.9367628
4.815111418577507,-2.4565148,-3.0691469
4.827690368141431,-2.5855172,-3.2009463
4.840269317705353,-2.713932,-3.3321443
4.852848267269277,-2.841741,-3.4627254
4.865427216833199,-2.968926,-3.5926747
4.878006166397123,-3.095469,-3.7219782
4.890585115961045,-3.2213547,-3.8506234
4.903164065524969,-3.3465676,-3.978597
4.915743015088891,-3.471094,-4.1058884
4.928321964652815,-3.5949197,-4.2324862
4.940900914216739,-3.7180343,-4.3583827
4.953479863780661,-3.840425,-4.483567
4.966058813344585,-3.9620814,-4.6080303
4.978637762908507,-4.0829988,-4.731771
4.991216712472431,-4.203165,-4.854777
5.003795662036353,-4.3225756,-4.977046
5.016374611600277,-4.4412227,-5.0985703
5.028953561164199,-4.559102,-5.219347
5.041532510728123,-4.6762085,-5.3393703
5.054111460292045,-4.792538,-5.4586363
5.066690409855969,-4.9080877,-5.577142
5.079269359419891,-5.0228558,-5.694883
5.091848308983815,-5.136839,-5.811854
5.104427258547739,-5.2500367,-5.9280534
5.117006208111661,-5.3624473,-6.043475
5.129585157675585,-5.47407,-6.158115
5.142164107239507,-5.5849037,-6.271967
5.154743056803431,-5.6949487,-6.385026
5.167322006367353,-5.8042035,-6.4972844
5.179900955931277,-5.9126654,-6.6087313
5.192479905495199,-6.0203385,-6.7193637
5.205058855059123,-6.1272197,-6.829169
5.217637804623045,-6.2333074,-6.9381347
5.230216754186969,-6.3385987,-7.046247
5.242795703750891,-6.443092,-7.1534925
5.255374653314815,-6.546785,-7.2598553
5.267953602878739,-6.649675,-7.365318
5.280532552442661,-6.7517543,-7.4698577
5.293111502006585,-6.853021,-7.573456
5.3056904515705074,-6.953468,-7.6760883
5.318269401134431,-7.0530887,-7.7777305
5.3308483506983535,-7.151874,-7.878354
5.343427300262277,-7.2498174,-7.9779325
5.3560062498261996,-7.3469086,-8.076437
5.3685851993901235,-7.4431357,-8.173833
5.381164148954046,-7.538487,-8.270091
5.3937430985179695,-7.632952,-8.365178
5.406322048081892,-7.7265167,-8.459063
5.418900997645816,-7.8191657,-8.551707
5.4314799472097395,-7.9108834,-8.643082
5.444058896773662,-8.001655,-8.733151
5.4566378463375855,-8.091462,-8.821887
5.469216795901508,-8.180287,-8.909256
5.481795745465432,-8.268113,-8.995231
5.494374695029354,-8.35492,-9.079787
5.506953644593278,-8.44069,-9.1629
5.5195325941572,-8.525402,-9.24455
5.532111543721124,-8.609036,-9.324718
5.544690493285046,-8.691574,-9.403391
5.55726944284897,-8.772994,-9.480555
5.569848392412892,-8.853276,-9.556197
5.582427341976816,-8.932401,-9.630307
5.59500629154074,-9.01035,-9.702876
5.607585241104662,-9.087105,-9.773885
5.620164190668586,-9.162643,-9.843312
5.632743140232508,-9.23695,-9.911131
5.645322089796432,-9.310006,-9.977302
5.657901039360354,-9.381795,-10.041773
5.670479988924278,-9.4523,-10.104484
5.6830589384882,-9.521507,-10.16536
5.695637888052124,-9.5894,-10.224321
5.708216837616046,-9.655965,-10.281287
5.72079578717997,-9.72119,-10.336188
5.733374736743892,-9.785063,-10.38898
5.745953686307816,-9.847571,-10.439658
5.75853263587174,-9.908705,-10.488273
5.771111585435662,-9.968454,-10.534944
5.783690534999586,-10.026811,-10.579853
5.796269484563508,-10.083766,-10.623243
5.808848434127432,-10.139312,-10.665387
5.821427383691354,-10.193441,-10.706563
5.834006333255278,-10.246149,-10.747014
5.8465852828192,-10.297429,-10.78692
5.859164232383124,-10.347275,-10.826376
5.871743181947046,-10.395682,-10.865389
5.88432213151097,-10.442646,-10.90388
5.896901081074892,-10.488163,-10.941711
5.909480030638816,-10.5322275,-10.978702
5.92205898020274,-10.574838,-11.014655
5.934637929766662,-10.615989,-11.049379
5.947216879330586,-10.655679,-11.082702
5.959795828894508,-10.693901,-11.114469
5.972374778458432,-10.730658,-11.144569
5.984953728022354,-10.765942,-11.172912
5.997532677586278,-10.799752,-11.199434
6.0101116271502,-10.832086,-11.224098
6.022690576714124,-10.862941,-11.24689
6.0352695262780465,-10.892314,-11.267808
6.04784847584197,-10.920207,-11.286872
6.0604274254058925,-10.946614,-11.304108
6.073006374969816,-10.971533,-11.319554
6.08558532453374,-10.9949665,-11.333268
6.0981642740976625,-11.01691,-11.345301
6.110743223661586,-11.037364,-11.3557205
6.1233221732255085,-11.056327,-11.364591
6.1359011227894324,-11.0738,-11.371984
6.148480072353355,-11.089783,-11.377965
6.1610590219172785,-11.104276,-11.3826
6.173637971481201,-11.117278,-11.385944
6.1862169210451246,-11.128793,-11.388051
6.198795870609047,-11.13882,-11.388959
6.211374820172971,-11.147362,-11.3887
6.223953769736893,-11.15442,-11.38729
6.236532719300817,-11.159994,-11.384733
6.249111668864741,-11.16409,-11.381028
6.261690618428663,-11.166707,-11.376154
6.274269567992587,-11.167851,-11.370085
6.286848517556509,-11.167521,-11.36278
6.299427467120433,-11.165724,-11.3541975
6.312006416684355,-11.16246,-11.344287
6.324585366248279,-11.157733,-11.332993
6.337164315812201,-11.151547,-11.320259
6.349743265376125,-11.143903,-11.306029
6.362322214940047,-11.134807,-11.290255
6.374901164503971,-11.124263,-11.272885
6.387480114067893,-11.112269,-11.253877
6.400059063631817,-11.098837,-11.233201
6.412638013195741,-11.083964,-11.21083
6.425216962759663,-11.0676565,-11.18675
6.437795912323587,-11.049916,-11.160958
6.450374861887509,-11.030747,-11.133461
6.462953811451433,-11.010156,-11.1042795
6.475532761015355,-10.988139,-11.073435
6.488111710579279,-10.964707,-11.040971
6.500690660143201,-10.939863,-11.00693
6.513269609707125,-10.913608,-10.971361
6.525848559271047,-10.885947,-10.9343195
6.538427508834971,-10.856883,-10.89586
6.551006458398895,-10.826421,-10.856038
6.563585407962817,-10.794566,-10.814912
6.576164357526741,-10.76132,-10.772529
6.588743307090663,-10.72669,-10.728938
6.601322256654587,-10.690679,-10.684177
6.613901206218509,-10.653293,-10.638285
6.626480155782433,-10.614535,-10.591283
6.639059105346355,-10.57441,-10.54319
6.651638054910279,-10.532927,-10.49402
6.664217004474201,-10.490088,-10.443778
6.676795954038125,-10.445901,-10.39246
6.689374903602047,-10.400368,-10.3400545
6.701953853165971,-10.3534975,-10.286552
6.714532802729895,-10.305296,-10.231935
6.727111752293817,-10.255769,-10.17618
6.739690701857741,-10.204923,-10.119264
6.752269651421663,-10.152764,-10.061162
6.764848600985587,-10.0992985,-10.001846
6.777427550549509,-10.044534,-9.941292
6.790006500113433,-9.988476,-9.879471
6.8025854496773555,-9.931131,-9.816358
6.815164399241279,-9.872508,-9.75193
6.8277433488052015,-9.81261,-9.686163
6.840322298369125,-9.751446,-9.61904
6.852901247933048,-9.689019,-9.550538
6.8654801974969715,-9.625339,-9.480646
6.878059147060895,-9.560411,-9.409354
6.8906380966248175,-9.494241,-9.336648
6.903217046188741,-9.426831,-9.262523
6.915795995752664,-9.358195,-9.186981
6.9283749453165875,-9.288329,-9.110014
6.94095389488051,-9.217243,-9.03163
6.9535328444444335,-9.14494,-8.951831
6.966111794008356,-9.071425,-8.870628
6.97869074357228,-8.996704,-8.7880335
6.991269693136202,-8.92078,-8.70406
7.003848642700126,-8.843658,-8.618723
7.016427592264048,-8.765342,-8.532042
7.029006541827972,-8.685834,-8.444035
7.041585491391896,-8.605139,-8.354724
7.054164440955818,-8.523262,-8.264134
7.066743390519742,-8.440206,-8.172289
7.079322340083664,-8.355972,-8.079211
7.091901289647588,-8.270568,-7.9849277
7.10448023921151,-8.183996,-7.889466
7.117059188775434,-8.096259,-7.792849
7.129638138339356,-8.007364,-7.6951065
7.14221708790328,-7.917314,-7.596262
7.154796037467202,-7.826114,-7.4963417
7.167374987031126,-7.733768,-7.3953686
7.179953936595048,-7.640283,-7.2933683
7.192532886158972,-7.545664,-7.190362
7.205111835722896,-7.4499173,-7.0863733
7.217690785286818,-7.3530498,-6.981422
7.230269734850742,-7.2550697,-6.875529
7.242848684414664,-7.155984,-6.768712
7.255427633978588,-7.0558014,-6.6609898
7.26800658354251,-6.9545307,-6.552377
7.280585533106434,-6.852183,-6.4428926
7.293164482670356,-6.7487674,-6.3325496
7.30574343223428,-6.6442943,-6.2213607
7.318322381798202,-6.538781,-6.109346
7.330901331362126,-6.4322314,-5.9965076
7.343480280926048,-6.3246627,-5.8828626
7.356059230489972,-6.2160883,-5.768422
7.368638180053896,-6.106522,-5.653197
7.381217129617818,-5.9959817,-5.5372
7.393796079181742,-5.8844805,-5.4204397
7.406375028745664,-5.7720356,-5.302927
7.418953978309588,-5.658665,-5.1846743
7.43153292787351,-5.5443854,-5.0656896
7.444111877437434,-5.429216,-4.945985
7.456690827001356,-5.3131742,-4.82557
7.46926977656528,-5.1962814,-4.7044578
7.481848726129202,-5.0785565,-4.582658
7.494427675693126,-4.9600205,-4.460182
7.507006625257048,-4.840694,-4.337042
7.519585574820972,-4.7205973,-4.213248
7.532164524384896,-4.5997534,-4.088814
7.544743473948818,-4.4781837,-3.963751
7.557322423512742,-4.3559113,-3.8380723
7.569901373076664,-4.232957,-3.7117882
7.582480322640588,-4.109345,-3.5849133
7.5950592722045105,-3.985098,-3.457459
7.607638221768434,-3.8602378,-3.329437
7.6202171713323565,-3.7347894,-3.200861
7.6327961208962805,-3.608775,-3.0717418
7.645375070460203,-3.482218,-2.9420917
7.6579540200241265,-3.3551404,-2.8119204
7.670532969588049,-3.2275662,-2.6812398
7.683111919151973,-3.0995188,-2.5500605
7.6956908687158965,-2.97102,-2.4183905
7.708269818279819,-2.8420928,-2.2862391
7.7208487678437425,-2.7127597,-2.1536133
7.733427717407665,-2.5830476,-2.020525
7.746006666971589,-2.4529686,-1.8869686
7.758585616535511,-2.3225489,-1.7529532
7.771164566099435,-2.1918101,-1.6184807
7.783743515663357,-2.0607727,-1.4835514
7.796322465227281,-1.9294566,-1.3481628
7.808901414791203,-1.7978824,-1.2123119
7.821480364355127,-1.6660694,-1.0759923
7.834059313919049,-1.5340371,-0.939196
7.846638263482973,-1.4018035,-0.801911
7.859217213046897,-1.2693859,-0.664123
7.871796162610819,-1.136803,-0.525816
7.884375112174743,-1.0040704,-0.38696867
7.896954061738665,-0.87120605,-0.24755996
7.909533011302589,-0.7382237,-0.10756171
7.922111960866511,-0.60514015,0.03305298
7.934690910430435,-0.4719693,0.17431682
7.947269859994357,-0.33872402,0.3162648
7.959848809558281,-0.20541966,0.45893073
7.972427759122203,-0.07206745,0.6023534
7.985006708686127,0.06131994,0.7465698
7.997585658250051,0.1947316,0.8916183
8.010164607813973,0.32815516,1.0375323
8.022743557377897,0.46158212,1.1843462
8.035322506941819,0.59500057,1.3320847
8.047901456505743,0.72840184,1.4807687
8.060480406069665,0.86177695,1.6304098
8.073059355633589,0.9951173,1.7810096
8.085638305197511,1.1284132,1.9325545
8.098217254761435,1.2616583,2.0850215
8.110796204325357,1.3948431,2.2383683
8.123375153889281,1.527959,2.392538
8.135954103453203,1.6609939,2.5474555
8.148533053017127,1.7939487,2.7030454
8.161112002581051,1.9268107,2.8592055
8.173690952144973,2.0595698,3.015825
8.186269901708897,2.1922166,3.17279
8.19884885127282,2.324741,3.329981
8.211427800836743,2.4571314,3.4872794
8.224006750400665,2.589376,3.6445699
8.23658569996459,2.7214603,3.801743
8.249164649528511,2.8533704,3.9587004
8.261743599092435,2.9850905,4.115356
8.274322548656357,3.1166027,4.271635
8.286901498220281,3.2478876,4.4274783
8.299480447784203,3.378924,4.582838
8.312059397348127,3.509688,4.7376814
8.324638346912051,3.6401565,4.891989
8.337217296475973,3.7703009,5.04575
8.349796246039897,3.9000936,5.1989655
8.36237519560382,4.029503,5.3516436
8.374954145167743,4.1584954,5.5037985
8.387533094731666,4.2870374,5.655452
8.40011204429559,4.4150906,5.806628
8.412690993859512,4.542618,5.9573565
8.425269943423435,4.669579,6.1076684
8.437848892987358,4.795932,6.2575955
8.450427842551282,4.921634,6.407173
8.463006792115204,5.046643,6.5564356
8.475585741679128,5.1709123,6.7054186
8.488164691243052,5.294397,6.8541565
