theta,V_unperturbed,V_perturbed_dvnet_poly
3.997479696922506,5.9925637,6.1229305
4.01005864648643,5.8772273,5.963503
4.022637596050352,5.7610335,5.805759
4.035216545614276,5.644005,5.6496964
4.047795495178198,5.5261617,5.495283
4.060374444742122,5.4075274,5.342462
4.072953394306044,5.2881207,5.191152
4.085532343869968,5.16796,5.0412536
4.09811129343389,5.0470643,4.892659
4.110690242997814,4.925449,4.7452507
4.123269192561736,4.8031325,4.598913
4.13584814212566,4.68013,4.453529
4.148427091689584,4.5564575,4.3089867
4.161006041253506,4.4321294,4.1651797
4.17358499081743,4.307162,4.022011
4.186163940381352,4.1815696,3.8793888
4.198742889945276,4.0553694,3.7372339
4.211321839509198,3.9285734,3.595469
4.223900789073122,3.801198,3.454029
4.236479738637044,3.673259,3.312857
4.249058688200968,3.544773,3.1719017
4.26163763776489,3.4157536,3.031117
4.274216587328814,3.2862196,2.890466
4.286795536892736,3.1561863,2.7499151
4.29937448645666,3.025672,2.6094365
4.311953436020584,2.8946948,2.4690084
4.324532385584506,2.7632716,2.3286092
4.33711133514843,2.6314228,2.1882262
4.349690284712352,2.499167,2.0478463
4.362269234276276,2.3665278,1.9074653
