theta,V_unperturbed,V_perturbed_lora_sin
4.349690284712352,2.499167,2.8237686
4.362269234276276,2.3665278,2.6326709
4.374848183840198,2.2335193,2.4405224
4.387427133404122,2.100167,2.2481022
4.400006082968044,1.9664922,2.0561085
4.412585032531968,1.8325163,1.8651578
4.42516398209589,1.6982641,1.6757724
4.437742931659814,1.5637573,1.4883633
4.450321881223736,1.4290218,1.3032358
4.46290083078766,1.2940825,1.1205845
4.475479780351584,1.1589636,0.94050205
4.488058729915506,1.0236919,0.7629867
4.50063767947943,0.8882926,0.5879555
4.513216629043352,0.75279367,0.4152596
4.525795578607276,0.61722183,0.24469721
4.5383745281711985,0.48160368,0.07603419
4.550953477735122,0.34596857,-0.09098184
4.5635324272990445,0.21034569,-0.25660145
4.576111376862968,0.07475933,-0.42106616
4.588690326426891,-0.060760237,-0.5845814
4.6012692759908145,-0.19618303,-0.7473086
4.613848225554737,-0.331482,-0.9093555
4.6264271751186605,-0.46662736,-1.0707612
4.639006124682584,-0.60159093,-1.2314968
4.651585074246507,-0.7363442,-1.3914566
4.6641640238104305,-0.8708582,-1.5504634
4.676742973374353,-1.0051045,-1.7082686
4.6893219229382765,-1.1390563,-1.864569
4.701900872502199,-1.2726852,-2.0190096
4.714479822066123,-1.405964,-2.171206
4.727058771630045,-1.5388665,-2.3207586
4.739637721193969,-1.6713662,-2.467269
4.752216670757891,-1.8034375,-2.6103573
4.764795620321815,-1.9350525,-2.7496748
4.777374569885739,-2.0661926,-2.8849258
4.789953519449661,-2.196831,-3.0158606
4.802532469013585,-2.3269458,-3.1422937
4.815111418577507,-2.4565148,-3.2640994
4.827690368141431,-2.5855172,-3.3812149
4.840269317705353,-2.713932,-3.4936352
4.852848267269277,-2.841741,-3.6014078
4.865427216833199,-2.968926,-3.7046285
4.878006166397123,-3.095469,-3.803434
4.890585115961045,-3.2213547,-3.8979914
4.903164065524969,-3.3465676,-3.9885006
4.915743015088891,-3.471094,-4.07518
4.928321964652815,-3.5949197,-4.158268
4.940900914216739,-3.7180343,-4.238015
4.953479863780661,-3.840425,-4.3146825
4.966058813344585,-3.9620814,-4.38854
4.978637762908507,-4.0829988,-4.4598656
4.991216712472431,-4.203165,-4.52894
5.003795662036353,-4.3225756,-4.5960503
5.016374611600277,-4.4412227,-4.6614866
5.028953561164199,-4.559102,-4.7255454
5.041532510728123,-4.6762085,-4.7885246
5.054111460292045,-4.792538,-4.85073
5.066690409855969,-4.9080877,-4.9124646
5.079269359419891,-5.0228558,-4.974042
5.091848308983815,-5.136839,-5.035774
5.104427258547739,-5.2500367,-5.0979776
5.117006208111661,-5.3624473,-5.160966
5.129585157675585,-5.47407,-5.225054
5.142164107239507,-5.5849037,-5.29055
5.154743056803431,-5.6949487,-5.3577614
5.167322006367353,-5.8042035,-5.426977
5.179900955931277,-5.9126654,-5.498476
5.192479905495199,-6.0203385,-5.572522
5.205058855059123,-6.1272197,-5.649351
5.217637804623045,-6.2333074,-5.7291737
5.230216754186969,-6.3385987,-5.812166
5.242795703750891,-6.443092,-5.898474
5.255374653314815,-6.546785,-5.988202
5.267953602878739,-6.649675,-6.0814157
5.280532552442661,-6.7517543,-6.178143
5.293111502006585,-6.853021,-6.278371
5.3056904515705074,-6.953468,-6.3820543
5.318269401134431,-7.0530887,-6.4891157
5.3308483506983535,-7.151874,-6.599451
5.343427300262277,-7.2498174,-6.7129316
5.3560062498261996,-7.3469086,-6.8294115
5.3685851993901235,-7.4431357,-6.9487257
5.381164148954046,-7.538487,-7.070696
5.3937430985179695,-7.632952,-7.1951275
5.406322048081892,-7.7265167,-7.321806
5.418900997645816,-7.8191657,-7.4504952
5.4314799472097395,-7.9108834,-7.5809298
5.444058896773662,-8.001655,-7.712819
5.4566378463375855,-8.091462,-7.8458366
5.469216795901508,-8.180287,-7.979636
5.481795745465432,-8.268113,-8.113832
5.494374695029354,-8.35492,-8.248037
5.506953644593278,-8.44069,-8.381843
5.5195325941572,-8.525402,-8.514851
5.532111543721124,-8.609036,-8.64668
5.544690493285046,-8.691574,-8.776974
5.55726944284897,-8.772994,-8.905409
5.569848392412892,-8.853276,-9.031707
5.582427341976816,-8.932401,-9.155619
5.59500629154074,-9.01035,-9.276945
5.607585241104662,-9.087105,-9.395494
5.620164190668586,-9.162643,-9.51109
5.632743140232508,-9.23695,-9.62356
5.645322089796432,-9.310006,-9.732708
5.657901039360354,-9.381795,-9.838323
5.670479988924278,-9.4523,-9.940158
5.6830589384882,-9.521507,-10.03794
5.695637888052124,-9.5894,-10.13137
5.708216837616046,-9.655965,-10.220136
5.72079578717997,-9.72119,-10.303922
5.733374736743892,-9.785063,-10.382427
5.745953686307816,-9.847571,-10.45538
5.75853263587174,-9.908705,-10.522545
5.771111585435662,-9.968454,-10.583737
5.783690534999586,-10.026811,-10.638821
5.796269484563508,-10.083766,-10.687714
5.808848434127432,-10.139312,-10.730377
5.821427383691354,-10.193441,-10.76682
5.834006333255278,-10.246149,-10.797074
5.8465852828192,-10.297429,-10.8212
5.859164232383124,-10.347275,-10.839275
5.871743181947046,-10.395682,-10.851381
5.88432213151097,-10.442646,-10.857607
5.896901081074892,-10.488163,-10.858043
5.909480030638816,-10.5322275,-10.852784
5.92205898020274,-10.574838,-10.84193
5.934637929766662,-10.615989,-10.825601
5.947216879330586,-10.655679,-10.80393
5.959795828894508,-10.693901,-10.777098
5.972374778458432,-10.730658,-10.745314
5.984953728022354,-10.765942,-10.708851
5.997532677586278,-10.799752,-10.668043
6.0101116271502,-10.832086,-10.623293
6.022690576714124,-10.862941,-10.575078
6.0352695262780465,-10.892314,-10.523945
6.04784847584197,-10.920207,-10.470506
6.0604274254058925,-10.946614,-10.415421
6.073006374969816,-10.971533,-10.359384
6.08558532453374,-10.9949665,-10.303109
6.0981642740976625,-11.01691,-10.2472925
6.110743223661586,-11.037364,-10.192611
6.1233221732255085,-11.056327,-10.139678
6.1359011227894324,-11.0738,-10.089047
6.148480072353355,-11.089783,-10.041184
6.1610590219172785,-11.104276,-9.99647
6.173637971481201,-11.117278,-9.955191
6.1862169210451246,-11.128793,-9.917543
6.198795870609047,-11.13882,-9.883645
6.211374820172971,-11.147362,-9.853531
6.223953769736893,-11.15442,-9.827178
6.236532719300817,-11.159994,-9.804506
6.249111668864741,-11.16409,-9.785398
6.261690618428663,-11.166707,-9.769701
6.274269567992587,-11.167851,-9.757244
6.286848517556509,-11.167521,-9.747843
6.299427467120433,-11.165724,-9.741305
6.312006416684355,-11.16246,-9.737438
6.324585366248279,-11.157733,-9.736051
6.337164315812201,-11.151547,-9.736958
6.349743265376125,-11.143903,-9.739982
6.362322214940047,-11.134807,-9.74495
6.374901164503971,-11.124263,-9.7516985
6.387480114067893,-11.112269,-9.760073
6.400059063631817,-11.098837,-9.769917
6.412638013195741,-11.083964,-9.781086
6.425216962759663,-11.0676565,-9.793436
6.437795912323587,-11.049916,-9.806823
6.450374861887509,-11.030747,-9.8211
6.462953811451433,-11.010156,-9.836126
6.475532761015355,-10.988139,-9.851747
6.488111710579279,-10.964707,-9.867802
6.500690660143201,-10.939863,-9.884125
6.513269609707125,-10.913608,-9.900542
6.525848559271047,-10.885947,-9.9168625
6.538427508834971,-10.856883,-9.9328785
6.551006458398895,-10.826421,-9.948374
6.563585407962817,-10.794566,-9.963109
6.576164357526741,-10.76132,-9.976825
6.588743307090663,-10.72669,-9.989245
6.601322256654587,-10.690679,-10.00007
6.613901206218509,-10.653293,-10.008973
6.626480155782433,-10.614535,-10.015607
6.639059105346355,-10.57441,-10.019597
6.651638054910279,-10.532927,-10.020551
6.664217004474201,-10.490088,-10.018046
6.676795954038125,-10.445901,-10.011651
6.689374903602047,-10.400368,-10.000909
6.701953853165971,-10.3534975,-9.985365
6.714532802729895,-10.305296,-9.964562
6.727111752293817,-10.255769,-9.938063
6.739690701857741,-10.204923,-9.90546
6.752269651421663,-10.152764,-9.866397
6.764848600985587,-10.0992985,-9.82059
6.777427550549509,-10.044534,-9.767852
6.790006500113433,-9.988476,-9.708108
6.8025854496773555,-9.931131,-9.641421
6.815164399241279,-9.872508,-9.567992
6.8277433488052015,-9.81261,-9.488165
6.840322298369125,-9.751446,-9.402418
6.852901247933048,-9.689019,-9.311331
6.8654801974969715,-9.625339,-9.215555
6.878059147060895,-9.560411,-9.115772
6.8906380966248175,-9.494241,-9.012635
6.903217046188741,-9.426831,-8.906735
6.915795995752664,-9.358195,-8.798567
6.9283749453165875,-9.288329,-8.688477
6.94095389488051,-9.217243,-8.576686
6.9535328444444335,-9.14494,-8.46327
6.966111794008356,-9.071425,-8.348185
6.97869074357228,-8.996704,-8.2312765
6.991269693136202,-8.92078,-8.112326
7.003848642700126,-8.843658,-7.9910765
7.016427592264048,-8.765342,-7.867272
7.029006541827972,-8.685834,-7.7406855
7.041585491391896,-8.605139,-7.611153
7.054164440955818,-8.523262,-7.478594
7.066743390519742,-8.440206,-7.343019
7.079322340083664,-8.355972,-7.20455
7.091901289647588,-8.270568,-7.06341
7.10448023921151,-8.183996,-6.919913
7.117059188775434,-8.096259,-6.774452
7.129638138339356,-8.007364,-6.6274786
7.14221708790328,-7.917314,-6.4794846
7.154796037467202,-7.826114,-6.330976
7.167374987031126,-7.733768,-6.1824603
7.179953936595048,-7.640283,-6.0344353
7.192532886158972,-7.545664,-5.887386
7.205111835722896,-7.4499173,-5.7417746
7.217690785286818,-7.3530498,-5.59805
7.230269734850742,-7.2550697,-5.456644
7.242848684414664,-7.155984,-5.317974
7.255427633978588,-7.0558014,-5.1824427
7.26800658354251,-6.9545307,-5.0504284
7.280585533106434,-6.852183,-4.9222775
7.293164482670356,-6.7487674,-4.7982917
7.30574343223428,-6.6442943,-4.678718
7.318322381798202,-6.538781,-4.56374
7.330901331362126,-6.4322314,-4.4534492
7.343480280926048,-6.3246627,-4.347872
7.356059230489972,-6.2160883,-4.246947
7.368638180053896,-6.106522,-4.150533
7.381217129617818,-5.9959817,-4.058425
7.393796079181742,-5.8844805,-3.9703467
7.406375028745664,-5.7720356,-3.8859787
7.418953978309588,-5.658665,-3.8049595
7.43153292787351,-5.5443854,-3.7269025
7.444111877437434,-5.429216,-3.651402
7.456690827001356,-5.3131742,-3.5780435
7.46926977656528,-5.1962814,-3.5064096
7.481848726129202,-5.0785565,-3.4360871
7.494427675693126,-4.9600205,-3.3666692
7.507006625257048,-4.840694,-3.2977586
7.519585574820972,-4.7205973,-3.2289696
7.532164524384896,-4.5997534,-3.159927
7.544743473948818,-4.4781837,-3.0902667
7.557322423512742,-4.3559113,-3.019638
7.569901373076664,-4.232957,-2.9477005
7.582480322640588,-4.109345,-2.8741226
7.5950592722045105,-3.985098,-2.7985883
7.607638221768434,-3.8602378,-2.7207863
7.6202171713323565,-3.7347894,-2.6404223
7.6327961208962805,-3.608775,-2.5572124
7.645375070460203,-3.482218,-2.4708896
7.6579540200241265,-3.3551404,-2.3812037
7.670532969588049,-3.2275662,-2.2879305
7.683111919151973,-3.0995188,-2.1908693
7.6956908687158965,-2.97102,-2.0898566
7.708269818279819,-2.8420928,-1.9847679
7.7208487678437425,-2.7127597,-1.8755302
7.733427717407665,-2.5830476,-1.7621338
7.746006666971589,-2.4529686,-1.6446204
7.758585616535511,-2.3225489,-1.5231254
7.771164566099435,-2.1918101,-1.3978636
7.783743515663357,-2.0607727,-1.2691394
7.796322465227281,-1.9294566,-1.1373453
7.808901414791203,-1.7978824,-1.0029567
7.821480364355127,-1.6660694,-0.8665148
7.834059313919049,-1.5340371,-0.7285981
7.846638263482973,-1.4018035,-0.58977437
7.859217213046897,-1.2693859,-0.45055282
7.871796162610819,-1.136803,-0.31131816
7.884375112174743,-1.0040704,-0.17226434
7.896954061738665,-0.87120605,-0.033342957
7.909533011302589,-0.7382237,0.10576576
7.922111960866511,-0.60514015,0.24563694
7.934690910430435,-0.4719693,0.38705742
7.947269859994357,-0.33872402,0.53093326
7.959848809558281,-0.20541966,0.6781753
7.972427759122203,-0.07206745,0.82959527
7.985006708686127,0.06131994,0.9858112
7.997585658250051,0.1947316,1.1472001
8.010164607813973,0.32815516,1.3138833
8.022743557377897,0.46158212,1.4857548
8.035322506941819,0.59500057,1.6625235
8.047901456505743,0.72840184,1.8437768
8.060480406069665,0.86177695,2.0290332
8.073059355633589,0.9951173,2.217791
8.085638305197511,1.1284132,2.4095602
8.098217254761435,1.2616583,2.6038847
8.110796204325357,1.3948431,2.800344
8.123375153889281,1.527959,2.9985569
8.135954103453203,1.6609939,3.1981573
8.148533053017127,1.7939487,3.3988085
8.161112002581051,1.9268107,3.6001422
8.173690952144973,2.0595698,3.801764
8.186269901708897,2.1922166,4.003225
8.19884885127282,2.324741,4.204011
8.211427800836743,2.4571314,4.403528
8.224006750400665,2.589376,4.6010895
8.23658569996459,2.7214603,4.7959204
8.249164649528511,2.8533704,4.9871683
8.261743599092435,2.9850905,5.1739163
8.274322548656357,3.1166027,5.355213
8.286901498220281,3.2478876,5.5301023
8.299480447784203,3.378924,5.6976643
8.312059397348127,3.509688,5.857055
8.324638346912051,3.6401565,6.007541
8.337217296475973,3.7703009,6.148535
8.349796246039897,3.9000936,6.2796144
8.36237519560382,4.029503,6.4005404
8.374954145167743,4.1584954,6.5112524
8.387533094731666,4.2870374,6.611869
8.40011204429559,4.4150906,6.702667
8.412690993859512,4.542618,6.7840667
8.425269943423435,4.669579,6.8566046
8.437848892987358,4.795932,6.920912
8.450427842551282,4.921634,6.977689
8.463006792115204,5.046643,7.0276856
8.475585741679128,5.1709123,7.0716863
8.488164691243052,5.294397,7.110485
