theta,V_unperturbed,V_perturbed_lora_sin
-0.8076790364961157,-8.224326,-8.046708
-0.7951000869321927,-8.311646,-8.18096
-0.7825211373682697,-8.397936,-8.315016
-0.7699421878043466,-8.48318,-8.448472
-0.7573632382404236,-8.567353,-8.580934
-0.7447842886765006,-8.650442,-8.712037
-0.7322053391125771,-8.732424,-8.84144
-0.7196263895486541,-8.813277,-8.96884
-0.7070474399847311,-8.892984,-9.093974
-0.694468490420808,-8.971524,-9.216619
-0.681889540856885,-9.048879,-9.336577
-0.669310591292962,-9.125028,-9.453672
-0.656731641729039,-9.199952,-9.567727
-0.6441526921651155,-9.273636,-9.678562
-0.6315737426011925,-9.34606,-9.785973
-0.6189947930372695,-9.41721,-9.88973
-0.6064158434733464,-9.487067,-9.989574
-0.5938368939094234,-9.555619,-10.085219
-0.5812579443455004,-9.622849,-10.176356
-0.5686789947815769,-9.688746,-10.2626705
-0.5561000452176539,-9.753297,-10.343853
-0.5435210956537309,-9.816487,-10.419613
-0.5309421460898078,-9.878309,-10.489697
-0.5183631965258848,-9.938752,-10.553897
-0.5057842469619618,-9.997807,-10.612047
-0.4932052973980383,-10.055464,-10.664044
-0.4806263478341153,-10.111716,-10.709825
-0.46804739827019226,-10.166554,-10.749375
-0.45546844870626924,-10.219974,-10.782716
-0.4428894991423462,-10.271968,-10.809898
-0.4303105495784232,-10.322532,-10.83099
-0.41773160001450016,-10.371658,-10.846069
-0.4051526504505767,-10.419346,-10.855224
-0.39257370088665366,-10.465586,-10.8585415
-0.37999475132273064,-10.510378,-10.856118
-0.3674158017588076,-10.553716,-10.848048
-0.3548368521948846,-10.595596,-10.83444
-0.34225790263096156,-10.636016,-10.815423
-0.3296789530670381,-10.6749735,-10.791148
-0.31710000350311507,-10.712463,-10.761809
-0.30452105393919204,-10.748483,-10.727649
-0.291942104375269,-10.7830305,-10.688968
-0.279363154811346,-10.816104,-10.646133
-0.26678420524742297,-10.847699,-10.599587
-0.2542052556834995,-10.877814,-10.549841
-0.24162630611957647,-10.906446,-10.497473
-0.22904735655565345,-10.933595,-10.443126
-0.21646840699173042,-10.95926,-10.387476
-0.2038894574278074,-10.983436,-10.331231
-0.19131050786388437,-11.006124,-10.2751
-0.17873155829996135,-11.027322,-10.219771
-0.16615260873603788,-11.04703,-10.16589
-0.15357365917211485,-11.065249,-10.114044
-0.14099470960819183,-11.081977,-10.064745
-0.1284157600442688,-11.097215,-10.018415
-0.11583681048034578,-11.110963,-9.975387
-0.10325786091642275,-11.123221,-9.9359045
-0.09067891135249928,-11.133992,-9.900123
-0.07809996178857626,-11.143276,-9.868115
