theta,V_unperturbed,V_perturbed_dvnet_sin
4.324532385584506,2.7632716,1.6518556
4.33711133514843,2.6314228,1.5190464
4.349690284712352,2.499167,1.3855075
4.362269234276276,2.3665278,1.2512478
4.374848183840198,2.2335193,1.1162668
4.387427133404122,2.100167,0.98057735
4.400006082968044,1.9664922,0.84418595
4.412585032531968,1.8325163,0.7071018
4.42516398209589,1.6982641,0.56933844
4.437742931659814,1.5637573,0.43090677
4.450321881223736,1.4290218,0.29182494
4.46290083078766,1.2940825,0.15211153
4.475479780351584,1.1589636,0.011787772
4.488058729915506,1.0236919,-0.12911856
4.50063767947943,0.8882926,-0.2705788
4.513216629043352,0.75279367,-0.4125551
4.525795578607276,0.61722183,-0.5550071
4.5383745281711985,0.48160368,-0.6978883
4.550953477735122,0.34596857,-0.8411429
4.5635324272990445,0.21034569,-0.9847085
4.576111376862968,0.07475933,-1.128521
4.588690326426891,-0.060760237,-1.2725018
4.6012692759908145,-0.19618303,-1.4165647
4.613848225554737,-0.331482,-1.5606184
4.6264271751186605,-0.46662736,-1.7045596
4.639006124682584,-0.60159093,-1.8482766
4.651585074246507,-0.7363442,-1.9916489
4.6641640238104305,-0.8708582,-2.134542
4.676742973374353,-1.0051045,-2.2768111
4.6893219229382765,-1.1390563,-2.4182968
4.701900872502199,-1.2726852,-2.5588193
4.714479822066123,-1.405964,-2.6981795
4.727058771630045,-1.5388665,-2.8361502
4.739637721193969,-1.6713662,-2.9724708
4.752216670757891,-1.8034375,-3.1068382
4.764795620321815,-1.9350525,-3.238901
4.777374569885739,-2.0661926,-3.368257
4.789953519449661,-2.196831,-3.4944346
4.802532469013585,-2.3269458,-3.6169066
4.815111418577507,-2.4565148,-3.7350922
4.827690368141431,-2.5855172,-3.8483882
4.840269317705353,-2.713932,-3.956213
4.852848267269277,-2.841741,-4.0580864
4.865427216833199,-2.968926,-4.1537232
4.878006166397123,-3.095469,-4.2431493
4.890585115961045,-3.2213547,-4.326793
4.903164065524969,-3.3465676,-4.4055266
4.915743015088891,-3.471094,-4.4806104
4.928321964652815,-3.5949197,-4.5535374
4.940900914216739,-3.7180343,-4.6257973
4.953479863780661,-3.840425,-4.698629
4.966058813344585,-3.9620814,-4.772834
4.978637762908507,-4.0829988,-4.8487015
4.991216712472431,-4.203165,-4.9260373
5.003795662036353,-4.3225756,-5.0042853
5.016374611600277,-4.4412227,-5.0826716
5.028953561164199,-4.559102,-5.160357
5.041532510728123,-4.6762085,-5.236563
5.054111460292045,-4.792538,-5.310673
5.066690409855969,-4.9080877,-5.3822985
5.079269359419891,-5.0228558,-5.4513254
5.091848308983815,-5.136839,-5.5179253
5.104427258547739,-5.2500367,-5.582545
5.117006208111661,-5.3624473,-5.6458554
5.129585157675585,-5.47407,-5.7086897
5.142164107239507,-5.5849037,-5.7719483
5.154743056803431,-5.6949487,-5.8365173
5.167322006367353,-5.8042035,-5.9031806
5.179900955931277,-5.9126654,-5.97257
5.192479905495199,-6.0203385,-6.0451403
5.205058855059123,-6.1272197,-6.1211643
5.217637804623045,-6.2333074,-6.2007575
5.230216754186969,-6.3385987,-6.283916
5.242795703750891,-6.443092,-6.370556
5.255374653314815,-6.546785,-6.4605513
5.267953602878739,-6.649675,-6.5537696
5.280532552442661,-6.7517543,-6.6500897
5.293111502006585,-6.853021,-6.749432
5.3056904515705074,-6.953468,-6.8517528
5.318269401134431,-7.0530887,-6.9570565
5.3308483506983535,-7.151874,-7.0653834
5.343427300262277,-7.2498174,-7.176808
5.3560062498261996,-7.3469086,-7.29141
5.3685851993901235,-7.4431357,-7.409261
5.381164148954046,-7.538487,-7.530394
5.3937430985179695,-7.632952,-7.6547785
5.406322048081892,-7.7265167,-7.7822833
5.418900997645816,-7.8191657,-7.9126573
5.4314799472097395,-7.9108834,-8.045517
5.444058896773662,-8.001655,-8.180353
5.4566378463375855,-8.091462,-8.316546
5.469216795901508,-8.180287,-8.453414
5.481795745465432,-8.268113,-8.59026
5.494374695029354,-8.35492,-8.726422
5.506953644593278,-8.44069,-8.861323
5.5195325941572,-8.525402,-8.99449
5.532111543721124,-8.609036,-9.1255665
5.544690493285046,-8.691574,-9.254307
5.55726944284897,-8.772994,-9.38055
5.569848392412892,-8.853276,-9.504199
5.582427341976816,-8.932401,-9.62519
5.59500629154074,-9.01035,-9.743471
5.607585241104662,-9.087105,-9.85898
5.620164190668586,-9.162643,-9.971626
5.632743140232508,-9.23695,-10.081287
5.645322089796432,-9.310006,-10.187803
5.657901039360354,-9.381795,-10.290972
5.670479988924278,-9.4523,-10.390556
5.6830589384882,-9.521507,-10.48629
5.695637888052124,-9.5894,-10.577884
5.708216837616046,-9.655965,-10.66504
5.72079578717997,-9.72119,-10.74747
5.733374736743892,-9.785063,-10.824897
5.745953686307816,-9.847571,-10.897073
5.75853263587174,-9.908705,-10.963785
5.771111585435662,-9.968454,-11.024858
5.783690534999586,-10.026811,-11.080151
5.796269484563508,-10.083766,-11.129542
5.808848434127432,-10.139312,-11.172923
5.821427383691354,-10.193441,-11.210184
5.834006333255278,-10.246149,-11.241207
5.8465852828192,-10.297429,-11.265869
5.859164232383124,-10.347275,-11.284053
5.871743181947046,-10.395682,-11.295683
5.88432213151097,-10.442646,-11.300757
5.896901081074892,-10.488163,-11.299389
5.909480030638816,-10.5322275,-11.291827
5.92205898020274,-10.574838,-11.278469
5.934637929766662,-10.615989,-11.2598295
5.947216879330586,-10.655679,-11.236495
5.959795828894508,-10.693901,-11.209041
5.972374778458432,-10.730658,-11.177976
5.984953728022354,-10.765942,-11.143662
5.997532677586278,-10.799752,-11.106315
6.0101116271502,-10.832086,-11.06599
6.022690576714124,-10.862941,-11.022665
6.0352695262780465,-10.892314,-10.976301
6.04784847584197,-10.920207,-10.926941
6.0604274254058925,-10.946614,-10.87478
6.073006374969816,-10.971533,-10.820232
6.08558532453374,-10.9949665,-10.76396
6.0981642740976625,-11.01691,-10.706831
6.110743223661586,-11.037364,-10.64988
6.1233221732255085,-11.056327,-10.594221
6.1359011227894324,-11.0738,-10.540948
6.148480072353355,-11.089783,-10.491049
6.1610590219172785,-11.104276,-10.44533
6.173637971481201,-11.117278,-10.4043665
6.1862169210451246,-11.128793,-10.368497
6.198795870609047,-11.13882,-10.337819
6.211374820172971,-11.147362,-10.312228
6.223953769736893,-11.15442,-10.291455
6.236532719300817,-11.159994,-10.275111
6.249111668864741,-11.16409,-10.262737
6.261690618428663,-11.166707,-10.253833
6.274269567992587,-11.167851,-10.247902
6.286848517556509,-11.167521,-10.244461
6.299427467120433,-11.165724,-10.243073
6.312006416684355,-11.16246,-10.243349
6.324585366248279,-11.157733,-10.244955
6.337164315812201,-11.151547,-10.2476225
6.349743265376125,-11.143903,-10.251139
6.362322214940047,-11.134807,-10.25536
6.374901164503971,-11.124263,-10.260196
6.387480114067893,-11.112269,-10.26561
6.400059063631817,-11.098837,-10.271628
6.412638013195741,-11.083964,-10.278315
6.425216962759663,-11.0676565,-10.285779
6.437795912323587,-11.049916,-10.294161
6.450374861887509,-11.030747,-10.303624
6.462953811451433,-11.010156,-10.314346
6.475532761015355,-10.988139,-10.326484
6.488111710579279,-10.964707,-10.340177
6.500690660143201,-10.939863,-10.355508
6.513269609707125,-10.913608,-10.372483
6.525848559271047,-10.885947,-10.391009
6.538427508834971,-10.856883,-10.410874
6.551006458398895,-10.826421,-10.431736
6.563585407962817,-10.794566,-10.453121
6.576164357526741,-10.76132,-10.47443
6.588743307090663,-10.72669,-10.494969
6.601322256654587,-10.690679,-10.513977
6.613901206218509,-10.653293,-10.530671
6.626480155782433,-10.614535,-10.544289
6.639059105346355,-10.57441,-10.554127
6.651638054910279,-10.532927,-10.55958
6.664217004474201,-10.490088,-10.56016
6.676795954038125,-10.445901,-10.5555
6.689374903602047,-10.400368,-10.545363
6.701953853165971,-10.3534975,-10.5296335
6.714532802729895,-10.305296,-10.508292
6.727111752293817,-10.255769,-10.481401
6.739690701857741,-10.204923,-10.449087
6.752269651421663,-10.152764,-10.411518
6.764848600985587,-10.0992985,-10.368887
6.777427550549509,-10.044534,-10.321402
6.790006500113433,-9.988476,-10.269269
6.8025854496773555,-9.931131,-10.21269
6.815164399241279,-9.872508,-10.151859
6.8277433488052015,-9.81261,-10.0869465
6.840322298369125,-9.751446,-10.018111
6.852901247933048,-9.689019,-9.945492
6.8654801974969715,-9.625339,-9.869207
6.878059147060895,-9.560411,-9.789358
6.8906380966248175,-9.494241,-9.706016
6.903217046188741,-9.426831,-9.619227
6.915795995752664,-9.358195,-9.529025
6.9283749453165875,-9.288329,-9.4353895
6.94095389488051,-9.217243,-9.33829
6.9535328444444335,-9.14494,-9.237657
6.966111794008356,-9.071425,-9.133391
6.97869074357228,-8.996704,-9.025376
6.991269693136202,-8.92078,-8.913477
7.003848642700126,-8.843658,-8.79756
7.016427592264048,-8.765342,-8.677503
7.029006541827972,-8.685834,-8.553223
7.041585491391896,-8.605139,-8.424695
7.054164440955818,-8.523262,-8.291975
7.066743390519742,-8.440206,-8.155214
7.079322340083664,-8.355972,-8.014682
7.091901289647588,-8.270568,-7.870769
7.10448023921151,-8.183996,-7.723989
7.117059188775434,-8.096259,-7.5749674
7.129638138339356,-8.007364,-7.424428
7.14221708790328,-7.917314,-7.273159
7.154796037467202,-7.826114,-7.121987
7.167374987031126,-7.733768,-6.971732
7.179953936595048,-7.640283,-6.8231783
7.192532886158972,-7.545664,-6.6770267
7.205111835722896,-7.4499173,-6.5338745
7.217690785286818,-7.3530498,-6.3941946
7.230269734850742,-7.2550697,-6.2583284
7.242848684414664,-7.155984,-6.1264863
7.255427633978588,-7.0558014,-5.998766
7.26800658354251,-6.9545307,-5.8751693
7.280585533106434,-6.852183,-5.755626
7.293164482670356,-6.7487674,-5.6400146
7.30574343223428,-6.6442943,-5.528179
7.318322381798202,-6.538781,-5.419958
7.330901331362126,-6.4322314,-5.3151727
7.343480280926048,-6.3246627,-5.213661
7.356059230489972,-6.2160883,-5.1152663
7.368638180053896,-6.106522,-5.0198402
7.381217129617818,-5.9959817,-4.927245
7.393796079181742,-5.8844805,-4.8373404
7.406375028745664,-5.7720356,-4.7499843
7.418953978309588,-5.658665,-4.6650267
7.43153292787351,-5.5443854,-4.5822954
7.444111877437434,-5.429216,-4.501599
7.456690827001356,-5.3131742,-4.4227157
7.46926977656528,-5.1962814,-4.3453918
7.481848726129202,-5.0785565,-4.269342
7.494427675693126,-4.9600205,-4.194248
7.507006625257048,-4.840694,-4.1197667
7.519585574820972,-4.7205973,-4.0455313
7.532164524384896,-4.5997534,-3.971168
7.544743473948818,-4.4781837,-3.8962991
7.557322423512742,-4.3559113,-3.8205576
7.569901373076664,-4.232957,-3.7435935
7.582480322640588,-4.109345,-3.6650882
7.5950592722045105,-3.985098,-3.584755
7.607638221768434,-3.8602378,-3.5023487
7.6202171713323565,-3.7347894,-3.4176674
7.6327961208962805,-3.608775,-3.3305516
7.645375070460203,-3.482218,-3.240883
7.6579540200241265,-3.3551404,-3.1485813
7.670532969588049,-3.2275662,-3.0536
7.683111919151973,-3.0995188,-2.9559233
7.6956908687158965,-2.97102,-2.855556
7.708269818279819,-2.8420928,-2.7525215
7.7208487678437425,-2.7127597,-2.646855
7.733427717407665,-2.5830476,-2.5386019
7.746006666971589,-2.4529686,-2.4277973
7.758585616535511,-2.3225489,-2.3144853
7.771164566099435,-2.1918101,-2.1986995
7.783743515663357,-2.0607727,-2.080462
7.796322465227281,-1.9294566,-1.959782
7.808901414791203,-1.7978824,-1.8366531
7.821480364355127,-1.6660694,-1.7110497
7.834059313919049,-1.5340371,-1.5829263
7.846638263482973,-1.4018035,-1.4522151
7.859217213046897,-1.2693859,-1.3188256
7.871796162610819,-1.136803,-1.1826465
7.884375112174743,-1.0040704,-1.0435425
7.896954061738665,-0.87120605,-0.90136135
7.909533011302589,-0.7382237,-0.75593024
7.922111960866511,-0.60514015,-0.6070688
7.934690910430435,-0.4719693,-0.45458865
7.947269859994357,-0.33872402,-0.29830563
7.959848809558281,-0.20541966,-0.13805264
7.972427759122203,-0.07206745,0.026311323
7.985006708686127,0.06131994,0.19488287
7.997585658250051,0.1947316,0.36769977
8.010164607813973,0.32815516,0.544722
8.022743557377897,0.46158212,0.72582555
8.035322506941819,0.59500057,0.9107824
8.047901456505743,0.72840184,1.0992649
8.060480406069665,0.86177695,1.2908468
8.073059355633589,0.9951173,1.4850137
8.085638305197511,1.1284132,1.6811848
8.098217254761435,1.2616583,1.8787439
8.110796204325357,1.3948431,2.0770628
8.123375153889281,1.527959,2.275538
8.135954103453203,1.6609939,2.47361
8.148533053017127,1.7939487,2.6708097
8.161112002581051,1.9268107,2.8667283
8.173690952144973,2.0595698,3.0610414
8.186269901708897,2.1922166,3.2534955
8.19884885127282,2.324741,3.4438877
8.211427800836743,2.4571314,3.6320412
8.224006750400665,2.589376,3.8177805
8.23658569996459,2.7214603,4.000899
8.249164649528511,2.8533704,4.18114
8.261743599092435,2.9850905,4.358172
8.274322548656357,3.1166027,4.53157
8.286901498220281,3.2478876,4.7008085
8.299480447784203,3.378924,4.865258
8.312059397348127,3.509688,5.0241885
8.324638346912051,3.6401565,5.1767883
8.337217296475973,3.7703009,5.3221827
8.349796246039897,3.9000936,5.4594746
8.36237519560382,4.029503,5.5877876
8.374954145167743,4.1584954,5.706321
8.387533094731666,4.2870374,5.8144164
8.40011204429559,4.4150906,5.9116154
8.412690993859512,4.542618,5.9977264
8.425269943423435,4.669579,6.0728693
8.437848892987358,4.795932,6.137498
8.450427842551282,4.921634,6.192398
8.463006792115204,5.046643,6.238653
8.475585741679128,5.1709123,6.2775702
8.488164691243052,5.294397,6.3105946
