theta,V_unperturbed,V_perturbed_dvnet_sin
3.104374277883967,10.26979,10.530414
3.11695322744789,10.274828,10.526817
3.129532177011813,10.277966,10.521118
3.142111126575736,10.279202,10.513416
3.154690076139659,10.278533,10.503789
3.167269025703582,10.275958,10.492301
3.179847975267505,10.271472,10.4789915
3.192426924831428,10.265073,10.463883
3.205005874395351,10.256758,10.446979
3.217584823959274,10.246527,10.428258
3.230163773523197,10.234374,10.407667
3.24274272308712,10.220299,10.385126
3.255321672651044,10.204297,10.360514
3.267900622214967,10.186368,10.333662
3.28047957177889,10.166507,10.304346
3.293058521342813,10.144712,10.272276
3.305637470906736,10.12098,10.237079
3.3182164204706592,10.09531,10.198298
3.3307953700345823,10.067698,10.155381
3.3433743195985053,10.038139,10.107683
3.3559532691624283,10.006633,10.054483
3.3685322187263513,9.973176,9.9950285
3.3811111682902744,9.937766,9.92859
3.3936901178541974,9.900401,9.85456
3.4062690674181204,9.861079,9.772558
3.4188480169820443,9.819797,9.68254
3.4314269665459673,9.776553,9.5848675
3.4440059161098904,9.731349,9.480313
3.4565848656738134,9.68418,9.369968
3.4691638152377364,9.635051,9.255114
3.4817427648016595,9.583959,9.137025
3.4943217143655825,9.530907,9.016851
3.5069006639295055,9.475898,8.895534
3.5194796134934285,9.418934,8.773812
3.5320585630573516,9.360021,8.652287
3.5446375126212746,9.299163,8.531472
3.5572164621851976,9.236369,8.411853
3.5697954117491215,9.171648,8.293888
3.5823743613130445,9.105009,8.177994
3.5949533108769676,9.036464,8.06451
3.6075322604408906,8.966026,7.9536614
3.6201112100048136,8.893711,7.845543
3.6326901595687366,8.819536,7.7401137
3.6452691091326597,8.743519,7.637212
3.6578480586965827,8.665683,7.5365853
3.6704270082605057,8.586049,7.4379163
3.6830059578244287,8.504642,7.3408527
3.6955849073883518,8.421491,7.2450414
3.708163856952275,8.336621,7.150132
3.720742806516198,8.250064,7.055803
3.7333217560801217,8.161853,6.9617662
3.7459007056440448,8.07202,6.8677645
3.758479655207968,7.980601,6.7735815
3.771058604771891,7.887631,6.6790304
3.783637554335814,7.7931485,6.5839605
3.796216503899737,7.697193,6.488247
3.80879545346366,7.5998006,6.3917885
3.821374403027583,7.5010114,6.294506
3.833953352591506,7.400864,6.19634
3.846532302155429,7.2994003,6.0972466
3.859111251719352,7.1966577,5.9971924
3.871690201283275,7.0926743,5.8961535
3.884269150847198,6.987491,5.7941203
3.896848100411122,6.881142,5.691082
3.909427049975045,6.773667,5.587041
3.922005999538968,6.6650977,5.481997
3.93458494910289,6.555471,5.375958
3.947163898666814,6.444819,5.2689333
3.959742848230736,6.3331723,5.160931
3.97232179779466,6.2205625,5.0519643
3.984900747358584,6.107017,4.942045
3.997479696922506,5.9925637,4.831186
4.01005864648643,5.8772273,4.7193985
4.022637596050352,5.7610335,4.606697
4.035216545614276,5.644005,4.4930925
4.047795495178198,5.5261617,4.378596
4.060374444742122,5.4075274,4.2632203
4.072953394306044,5.2881207,4.146976
4.085532343869968,5.16796,4.029873
4.09811129343389,5.0470643,3.9119215
4.110690242997814,4.925449,3.793129
4.123269192561736,4.8031325,3.6735063
4.13584814212566,4.68013,3.5530596
4.148427091689584,4.5564575,3.4317975
4.161006041253506,4.4321294,3.3097258
4.17358499081743,4.307162,3.1868525
4.186163940381352,4.1815696,3.0631833
4.198742889945276,4.0553694,2.938726
4.211321839509198,3.9285734,2.8134832
4.223900789073122,3.801198,2.6874619
4.236479738637044,3.673259,2.5606673
4.249058688200968,3.544773,2.433105
4.26163763776489,3.4157536,2.304778
4.274216587328814,3.2862196,2.175693
4.286795536892736,3.1561863,2.0458527
4.29937448645666,3.025672,1.9152637
4.311953436020584,2.8946948,1.7839301
