theta,V_unperturbed,V_perturbed_lora_poly
4.198742889945276,4.0553694,-7.024063
4.211321839509198,3.9285734,-7.1781054
4.223900789073122,3.801198,-7.3315477
4.236479738637044,3.673259,-7.484372
4.249058688200968,3.544773,-7.6365666
4.26163763776489,3.4157536,-7.788119
4.274216587328814,3.2862196,-7.939015
4.286795536892736,3.1561863,-8.089251
4.29937448645666,3.025672,-8.238819
4.311953436020584,2.8946948,-8.387716
4.324532385584506,2.7632716,-8.535944
4.33711133514843,2.6314228,-8.6835
4.349690284712352,2.499167,-8.830389
4.362269234276276,2.3665278,-8.976615
4.374848183840198,2.2335193,-9.122187
4.387427133404122,2.100167,-9.267111
4.400006082968044,1.9664922,-9.4114
4.412585032531968,1.8325163,-9.555063
4.42516398209589,1.6982641,-9.698114
4.437742931659814,1.5637573,-9.840568
4.450321881223736,1.4290218,-9.982439
4.46290083078766,1.2940825,-10.123742
4.475479780351584,1.1589636,-10.264497
4.488058729915506,1.0236919,-10.40472
4.50063767947943,0.8882926,-10.544432
4.513216629043352,0.75279367,-10.683646
4.525795578607276,0.61722183,-10.822388
4.5383745281711985,0.48160368,-10.960671
4.550953477735122,0.34596857,-11.09852
4.5635324272990445,0.21034569,-11.2359495
4.576111376862968,0.07475933,-11.372982
4.588690326426891,-0.060760237,-11.509635
4.6012692759908145,-0.19618303,-11.645924
4.613848225554737,-0.331482,-11.781868
4.6264271751186605,-0.46662736,-11.917484
4.639006124682584,-0.60159093,-12.052786
4.651585074246507,-0.7363442,-12.187787
4.6641640238104305,-0.8708582,-12.3225
4.676742973374353,-1.0051045,-12.456937
4.6893219229382765,-1.1390563,-12.59111
4.701900872502199,-1.2726852,-12.72502
4.714479822066123,-1.405964,-12.858679
4.727058771630045,-1.5388665,-12.992089
4.739637721193969,-1.6713662,-13.125255
4.752216670757891,-1.8034375,-13.258173
4.764795620321815,-1.9350525,-13.39084
4.777374569885739,-2.0661926,-13.523256
4.789953519449661,-2.196831,-13.655415
4.802532469013585,-2.3269458,-13.787304
4.815111418577507,-2.4565148,-13.918915
4.827690368141431,-2.5855172,-14.050238
4.840269317705353,-2.713932,-14.181252
4.852848267269277,-2.841741,-14.311945
4.865427216833199,-2.968926,-14.442301
4.878006166397123,-3.095469,-14.572294
4.890585115961045,-3.2213547,-14.701907
4.903164065524969,-3.3465676,-14.831116
4.915743015088891,-3.471094,-14.959901
4.928321964652815,-3.5949197,-15.088234
4.940900914216739,-3.7180343,-15.216092
4.953479863780661,-3.840425,-15.343452
4.966058813344585,-3.9620814,-15.470287
4.978637762908507,-4.0829988,-15.596577
4.991216712472431,-4.203165,-15.722295
5.003795662036353,-4.3225756,-15.84742
5.016374611600277,-4.4412227,-15.971924
5.028953561164199,-4.559102,-16.095795
5.041532510728123,-4.6762085,-16.219004
5.054111460292045,-4.792538,-16.34153
5.066690409855969,-4.9080877,-16.463358
5.079269359419891,-5.0228558,-16.584465
5.091848308983815,-5.136839,-16.704834
5.104427258547739,-5.2500367,-16.824444
5.117006208111661,-5.3624473,-16.943274
5.129585157675585,-5.47407,-17.061302
5.142164107239507,-5.5849037,-17.178509
5.154743056803431,-5.6949487,-17.29487
5.167322006367353,-5.8042035,-17.410355
5.179900955931277,-5.9126654,-17.524933
5.192479905495199,-6.0203385,-17.638582
5.205058855059123,-6.1272197,-17.751263
5.217637804623045,-6.2333074,-17.862934
5.230216754186969,-6.3385987,-17.973564
5.242795703750891,-6.443092,-18.083107
5.255374653314815,-6.546785,-18.191517
5.267953602878739,-6.649675,-18.298758
5.280532552442661,-6.7517543,-18.40478
5.293111502006585,-6.853021,-18.509544
5.3056904515705074,-6.953468,-18.61301
5.318269401134431,-7.0530887,-18.715143
5.3308483506983535,-7.151874,-18.815914
5.343427300262277,-7.2498174,-18.915297
5.3560062498261996,-7.3469086,-19.013275
5.3685851993901235,-7.4431357,-19.10984
5.381164148954046,-7.538487,-19.204992
5.3937430985179695,-7.632952,-19.298738
5.406322048081892,-7.7265167,-19.391092
5.418900997645816,-7.8191657,-19.482075
5.4314799472097395,-7.9108834,-19.571718
5.444058896773662,-8.001655,-19.66005
5.4566378463375855,-8.091462,-19.747097
5.469216795901508,-8.180287,-19.832893
5.481795745465432,-8.268113,-19.917463
5.494374695029354,-8.35492,-20.000824
5.506953644593278,-8.44069,-20.082983
5.5195325941572,-8.525402,-20.163937
5.532111543721124,-8.609036,-20.243664
5.544690493285046,-8.691574,-20.322128
5.55726944284897,-8.772994,-20.39928
5.569848392412892,-8.853276,-20.47505
5.582427341976816,-8.932401,-20.549355
5.59500629154074,-9.01035,-20.622105
5.607585241104662,-9.087105,-20.6932
5.620164190668586,-9.162643,-20.762526
5.632743140232508,-9.23695,-20.829985
5.645322089796432,-9.310006,-20.895477
5.657901039360354,-9.381795,-20.958918
5.670479988924278,-9.4523,-21.020233
5.6830589384882,-9.521507,-21.079376
5.695637888052124,-9.5894,-21.136322
5.708216837616046,-9.655965,-21.191072
5.72079578717997,-9.72119,-21.243662
5.733374736743892,-9.785063,-21.294153
5.745953686307816,-9.847571,-21.342632
5.75853263587174,-9.908705,-21.389227
5.771111585435662,-9.968454,-21.434078
5.783690534999586,-10.026811,-21.477356
5.796269484563508,-10.083766,-21.519245
5.808848434127432,-10.139312,-21.559944
5.821427383691354,-10.193441,-21.599655
5.834006333255278,-10.246149,-21.638584
5.8465852828192,-10.297429,-21.676926
5.859164232383124,-10.347275,-21.714855
5.871743181947046,-10.395682,-21.752523
5.88432213151097,-10.442646,-21.790043
5.896901081074892,-10.488163,-21.827482
5.909480030638816,-10.5322275,-21.864857
5.92205898020274,-10.574838,-21.90213
5.934637929766662,-10.615989,-21.9392
5.947216879330586,-10.655679,-21.975912
5.959795828894508,-10.693901,-22.01206
5.972374778458432,-10.730658,-22.047398
5.984953728022354,-10.765942,-22.081654
5.997532677586278,-10.799752,-22.114542
6.0101116271502,-10.832086,-22.145786
6.022690576714124,-10.862941,-22.175129
6.0352695262780465,-10.892314,-22.202345
6.04784847584197,-10.920207,-22.227253
6.0604274254058925,-10.946614,-22.249725
6.073006374969816,-10.971533,-22.269678
6.08558532453374,-10.9949665,-22.287075
6.0981642740976625,-11.01691,-22.301922
6.110743223661586,-11.037364,-22.314262
6.1233221732255085,-11.056327,-22.32417
6.1359011227894324,-11.0738,-22.331741
6.148480072353355,-11.089783,-22.337074
6.1610590219172785,-11.104276,-22.340294
6.173637971481201,-11.117278,-22.341507
6.1862169210451246,-11.128793,-22.340836
6.198795870609047,-11.13882,-22.338385
6.211374820172971,-11.147362,-22.334259
6.223953769736893,-11.15442,-22.328552
6.236532719300817,-11.159994,-22.32135
6.249111668864741,-11.16409,-22.312725
6.261690618428663,-11.166707,-22.302742
6.274269567992587,-11.167851,-22.291466
6.286848517556509,-11.167521,-22.278934
6.299427467120433,-11.165724,-22.265202
6.312006416684355,-11.16246,-22.250286
6.324585366248279,-11.157733,-22.234222
6.337164315812201,-11.151547,-22.21703
6.349743265376125,-11.143903,-22.198719
6.362322214940047,-11.134807,-22.179304
6.374901164503971,-11.124263,-22.15879
6.387480114067893,-11.112269,-22.137184
6.400059063631817,-11.098837,-22.11448
6.412638013195741,-11.083964,-22.090675
6.425216962759663,-11.0676565,-22.065762
6.437795912323587,-11.049916,-22.039734
6.450374861887509,-11.030747,-22.01258
6.462953811451433,-11.010156,-21.984291
6.475532761015355,-10.988139,-21.954847
6.488111710579279,-10.964707,-21.924244
6.500690660143201,-10.939863,-21.892456
6.513269609707125,-10.913608,-21.859474
6.525848559271047,-10.885947,-21.825277
6.538427508834971,-10.856883,-21.789848
6.551006458398895,-10.826421,-21.753174
6.563585407962817,-10.794566,-21.715233
6.576164357526741,-10.76132,-21.676006
6.588743307090663,-10.72669,-21.63548
6.601322256654587,-10.690679,-21.593634
6.613901206218509,-10.653293,-21.55045
6.626480155782433,-10.614535,-21.505909
6.639059105346355,-10.57441,-21.46
6.651638054910279,-10.532927,-21.412697
6.664217004474201,-10.490088,-21.36399
6.676795954038125,-10.445901,-21.313868
6.689374903602047,-10.400368,-21.262306
6.701953853165971,-10.3534975,-21.2093
6.714532802729895,-10.305296,-21.15483
6.727111752293817,-10.255769,-21.09889
6.739690701857741,-10.204923,-21.041468
6.752269651421663,-10.152764,-20.982552
6.764848600985587,-10.0992985,-20.922138
6.777427550549509,-10.044534,-20.860222
6.790006500113433,-9.988476,-20.796795
6.8025854496773555,-9.931131,-20.731855
6.815164399241279,-9.872508,-20.665407
6.8277433488052015,-9.81261,-20.597446
6.840322298369125,-9.751446,-20.527979
6.852901247933048,-9.689019,-20.457008
6.8654801974969715,-9.625339,-20.384544
6.878059147060895,-9.560411,-20.310593
6.8906380966248175,-9.494241,-20.235172
6.903217046188741,-9.426831,-20.15829
6.915795995752664,-9.358195,-20.079971
6.9283749453165875,-9.288329,-20.000223
6.94095389488051,-9.217243,-19.919071
6.9535328444444335,-9.14494,-19.836533
6.966111794008356,-9.071425,-19.752636
6.97869074357228,-8.996704,-19.6674
6.991269693136202,-8.92078,-19.580856
7.003848642700126,-8.843658,-19.493027
7.016427592264048,-8.765342,-19.403942
7.029006541827972,-8.685834,-19.313625
7.041585491391896,-8.605139,-19.222107
7.054164440955818,-8.523262,-19.129414
7.066743390519742,-8.440206,-19.035572
7.079322340083664,-8.355972,-18.94061
7.091901289647588,-8.270568,-18.844555
7.10448023921151,-8.183996,-18.74743
7.117059188775434,-8.096259,-18.64926
7.129638138339356,-8.007364,-18.55007
7.14221708790328,-7.917314,-18.449877
7.154796037467202,-7.826114,-18.348705
7.167374987031126,-7.733768,-18.246572
7.179953936595048,-7.640283,-18.143494
7.192532886158972,-7.545664,-18.03949
7.205111835722896,-7.4499173,-17.934572
7.217690785286818,-7.3530498,-17.828758
7.230269734850742,-7.2550697,-17.722054
7.242848684414664,-7.155984,-17.614473
7.255427633978588,-7.0558014,-17.506027
7.26800658354251,-6.9545307,-17.396725
7.280585533106434,-6.852183,-17.286575
7.293164482670356,-6.7487674,-17.175585
7.30574343223428,-6.6442943,-17.063765
7.318322381798202,-6.538781,-16.951118
7.330901331362126,-6.4322314,-16.83765
7.343480280926048,-6.3246627,-16.72337
7.356059230489972,-6.2160883,-16.608282
7.368638180053896,-6.106522,-16.492397
7.381217129617818,-5.9959817,-16.375717
7.393796079181742,-5.8844805,-16.258253
7.406375028745664,-5.7720356,-16.140007
7.418953978309588,-5.658665,-16.020992
7.43153292787351,-5.5443854,-15.901213
7.444111877437434,-5.429216,-15.780678
7.456690827001356,-5.3131742,-15.659394
7.46926977656528,-5.1962814,-15.537372
7.481848726129202,-5.0785565,-15.4146185
7.494427675693126,-4.9600205,-15.291144
7.507006625257048,-4.840694,-15.166958
7.519585574820972,-4.7205973,-15.0420685
7.532164524384896,-4.5997534,-14.916485
7.544743473948818,-4.4781837,-14.790216
7.557322423512742,-4.3559113,-14.663275
7.569901373076664,-4.232957,-14.535664
7.582480322640588,-4.109345,-14.407397
7.5950592722045105,-3.985098,-14.278481
7.607638221768434,-3.8602378,-14.148924
7.6202171713323565,-3.7347894,-14.018736
7.6327961208962805,-3.608775,-13.887922
7.645375070460203,-3.482218,-13.756489
7.6579540200241265,-3.3551404,-13.624445
7.670532969588049,-3.2275662,-13.491795
7.683111919151973,-3.0995188,-13.3585415
7.6956908687158965,-2.97102,-13.224693
7.708269818279819,-2.8420928,-13.090252
7.7208487678437425,-2.7127597,-12.955222
7.733427717407665,-2.5830476,-12.819611
7.746006666971589,-2.4529686,-12.683411
7.758585616535511,-2.3225489,-12.546627
7.771164566099435,-2.1918101,-12.409264
7.783743515663357,-2.0607727,-12.2713175
7.796322465227281,-1.9294566,-12.132793
7.808901414791203,-1.7978824,-11.993689
7.821480364355127,-1.6660694,-11.854006
7.834059313919049,-1.5340371,-11.713742
7.846638263482973,-1.4018035,-11.572899
7.859217213046897,-1.2693859,-11.431477
7.871796162610819,-1.136803,-11.289473
7.884375112174743,-1.0040704,-11.146891
7.896954061738665,-0.87120605,-11.003729
7.909533011302589,-0.7382237,-10.859989
7.922111960866511,-0.60514015,-10.715675
7.934690910430435,-0.4719693,-10.570787
7.947269859994357,-0.33872402,-10.425329
7.959848809558281,-0.20541966,-10.2793045
7.972427759122203,-0.07206745,-10.132719
7.985006708686127,0.06131994,-9.985579
7.997585658250051,0.1947316,-9.83789
8.010164607813973,0.32815516,-9.689661
8.022743557377897,0.46158212,-9.540898
8.035322506941819,0.59500057,-9.391617
8.047901456505743,0.72840184,-9.241827
8.060480406069665,0.86177695,-9.09154
8.073059355633589,0.9951173,-8.94077
8.085638305197511,1.1284132,-8.789534
8.098217254761435,1.2616583,-8.637846
8.110796204325357,1.3948431,-8.485725
8.123375153889281,1.527959,-8.333189
8.135954103453203,1.6609939,-8.1802635
8.148533053017127,1.7939487,-8.026958
8.161112002581051,1.9268107,-7.873299
8.173690952144973,2.0595698,-7.719309
8.186269901708897,2.1922166,-7.565012
8.19884885127282,2.324741,-7.410432
8.211427800836743,2.4571314,-7.2555904
8.224006750400665,2.589376,-7.1005154
8.23658569996459,2.7214603,-6.945231
8.249164649528511,2.8533704,-6.7897615
8.261743599092435,2.9850905,-6.6341352
8.274322548656357,3.1166027,-6.478376
8.286901498220281,3.2478876,-6.3225117
8.299480447784203,3.378924,-6.166566
8.312059397348127,3.509688,-6.010566
8.324638346912051,3.6401565,-5.8545384
8.337217296475973,3.7703009,-5.6985083
8.349796246039897,3.9000936,-5.5425005
8.36237519560382,4.029503,-5.3865414
8.374954145167743,4.1584954,-5.2306566
8.387533094731666,4.2870374,-5.074869
8.40011204429559,4.4150906,-4.9192066
8.412690993859512,4.542618,-4.763693
8.425269943423435,4.669579,-4.608352
8.437848892987358,4.795932,-4.453211
8.450427842551282,4.921634,-4.298293
8.463006792115204,5.046643,-4.143623
8.475585741679128,5.1709123,-3.9892297
8.488164691243052,5.294397,-3.8351378
