theta,V_unperturbed,V_perturbed_lora_poly
-1.2605212207973473,-4.50026,-16.033943
-1.2479422712334243,-4.617753,-16.157482
-1.2353633216695012,-4.734471,-16.280352
-1.2227843721055782,-4.8504114,-16.402533
-1.2102054225416548,-4.965571,-16.524004
-1.1976264729777317,-5.079946,-16.644745
-1.1850475234138087,-5.193537,-16.764736
-1.1724685738498857,-5.306341,-16.883959
-1.1598896242859627,-5.4183555,-17.002388
-1.1473106747220396,-5.5295835,-17.12001
-1.1347317251581162,-5.640023,-17.236795
-1.1221527755941931,-5.7496734,-17.352722
-1.10957382603027,-5.858533,-17.467758
-1.096994876466347,-5.9666023,-17.581877
-1.084415926902424,-6.0738792,-17.695045
-1.071836977338501,-6.1803637,-17.807228
-1.0592580277745776,-6.286053,-17.918383
-1.0466790782106545,-6.3909464,-18.028473
-1.0341001286467315,-6.4950395,-18.137455
-1.0215211790828085,-6.5983315,-18.245287
-1.0089422295188855,-6.700816,-18.351925
-0.9963632799549624,-6.80249,-18.457321
-0.9837843303910394,-6.9033475,-18.561443
-0.9712053808271159,-7.003382,-18.664246
-0.9586264312631929,-7.102585,-18.765697
-0.9460474816992699,-7.20095,-18.86578
-0.9334685321353469,-7.2984686,-18.96446
-0.9208895825714238,-7.3951297,-19.061733
-0.9083106330075008,-7.4909215,-19.157593
-0.8957316834435773,-7.585832,-19.25204
-0.8831527338796543,-7.679849,-19.345089
-0.8705737843157313,-7.772957,-19.436756
-0.8579948347518083,-7.8651423,-19.527065
-0.8454158851878852,-7.956388,-19.616047
-0.8328369356239622,-8.0466795,-19.703732
-0.8202579860600392,-8.135999,-19.79015
-0.8076790364961157,-8.224326,-19.875332
-0.7951000869321927,-8.311646,-19.959295
-0.7825211373682697,-8.397936,-20.042053
-0.7699421878043466,-8.48318,-20.123611
-0.7573632382404236,-8.567353,-20.203955
-0.7447842886765006,-8.650442,-20.283054
-0.7322053391125771,-8.732424,-20.36087
-0.7196263895486541,-8.813277,-20.437342
-0.7070474399847311,-8.892984,-20.51239
-0.694468490420808,-8.971524,-20.585932
-0.681889540856885,-9.048879,-20.657864
-0.669310591292962,-9.125028,-20.728088
-0.656731641729039,-9.199952,-20.796495
-0.6441526921651155,-9.273636,-20.862984
-0.6315737426011925,-9.34606,-20.92746
-0.6189947930372695,-9.41721,-20.989845
-0.6064158434733464,-9.487067,-21.05008
-0.5938368939094234,-9.555619,-21.108124
-0.5812579443455004,-9.622849,-21.16397
-0.5686789947815769,-9.688746,-21.217634
-0.5561000452176539,-9.753297,-21.269165
-0.5435210956537309,-9.816487,-21.318636
-0.5309421460898078,-9.878309,-21.366158
-0.5183631965258848,-9.938752,-21.411861
-0.5057842469619618,-9.997807,-21.455902
-0.4932052973980383,-10.055464,-21.498463
-0.4806263478341153,-10.111716,-21.53973
-0.46804739827019226,-10.166554,-21.579908
-0.45546844870626924,-10.219974,-21.619205
-0.4428894991423462,-10.271968,-21.657818
-0.4303105495784232,-10.322532,-21.695932
-0.41773160001450016,-10.371658,-21.733713
-0.4051526504505767,-10.419346,-21.771296
-0.39257370088665366,-10.465586,-21.80877
-0.37999475132273064,-10.510378,-21.846178
-0.3674158017588076,-10.553716,-21.883512
-0.3548368521948846,-10.595596,-21.920698
-0.34225790263096156,-10.636016,-21.957613
-0.3296789530670381,-10.6749735,-21.994072
-0.31710000350311507,-10.712463,-22.029846
-0.30452105393919204,-10.748483,-22.064678
-0.291942104375269,-10.7830305,-22.098286
-0.279363154811346,-10.816104,-22.130386
-0.26678420524742297,-10.847699,-22.16071
-0.2542052556834995,-10.877814,-22.189014
-0.24162630611957647,-10.906446,-22.215096
-0.22904735655565345,-10.933595,-22.238802
-0.21646840699173042,-10.95926,-22.260021
-0.2038894574278074,-10.983436,-22.278696
-0.19131050786388437,-11.006124,-22.294815
-0.17873155829996135,-11.027322,-22.308401
-0.16615260873603788,-11.04703,-22.319515
-0.15357365917211485,-11.065249,-22.32824
-0.14099470960819183,-11.081977,-22.334682
-0.1284157600442688,-11.097215,-22.338943
-0.11583681048034578,-11.110963,-22.341145
-0.10325786091642275,-11.123221,-22.341402
-0.09067891135249928,-11.133992,-22.339827
-0.07809996178857626,-11.143276,-22.336525
-0.06552101222465323,-11.151076,-22.331596
-0.052942062660730205,-11.157392,-22.32513
-0.04036311309680718,-11.162227,-22.31721
-0.027784163532884154,-11.165584,-22.307898
-0.015205213968961129,-11.167463,-22.297264
-0.0026262644050381034,-11.1678705,-22.285355
0.009952685158884922,-11.166806,-22.272217
0.022531634722807947,-11.164274,-22.257889
0.03511058428673186,-11.160278,-22.242397
0.047689533850654886,-11.154821,-22.225765
0.06026848341457791,-11.147906,-22.208012
0.07284743297850094,-11.139537,-22.189148
0.08542638254242396,-11.129716,-22.169186
0.09800533210634699,-11.118446,-22.148125
0.11058428167027001,-11.105735,-22.12597
0.12316323123419304,-11.09158,-22.102715
0.13574218079811606,-11.07599,-22.078358
0.1483211303620391,-11.058965,-22.052889
0.16090007992596211,-11.04051,-22.026299
0.17347902948988514,-11.020629,-21.998579
0.18605797905380816,-10.999325,-21.969715
0.19863692861773208,-10.976602,-21.939693
0.2112158781816551,-10.952462,-21.908497
0.22379482774557813,-10.926911,-21.876114
0.23637377730950115,-10.899952,-21.842527
0.24895272687342418,-10.87159,-21.807716
0.2615316764373472,-10.841826,-21.771667
0.27411062600127023,-10.810666,-21.734364
0.28668957556519326,-10.778115,-21.695782
0.2992685251291163,-10.744177,-21.655907
0.3118474746930393,-10.708857,-21.614723
0.32442642425696233,-10.672157,-21.57221
0.33700537382088536,-10.634085,-21.528349
0.34958432338480927,-10.594644,-21.483126
0.3621632729487323,-10.55384,-21.436522
0.3747422225126553,-10.511676,-21.38852
0.38732117207657835,-10.468163,-21.339108
0.39990012164050137,-10.423301,-21.288265
0.4124790712044244,-10.377099,-21.235985
0.4250580207683474,-10.329564,-21.18225
0.43763697033227045,-10.280698,-21.127045
0.4502159198961935,-10.23051,-21.070364
0.4627948694601165,-10.179007,-21.012196
0.4753738190240395,-10.126194,-20.952534
0.48795276858796255,-10.072079,-20.891369
0.5005317181518856,-10.016666,-20.828697
0.5131106677158095,-9.959964,-20.764515
0.5256896172797325,-9.90198,-20.698822
