theta,delta_V_learned,delta_V_true
-3.133839393980912,0.37265366,0.423546339306743
-3.121247840259109,0.36370593,0.5002852351343351
-3.1086562865373066,0.35483158,0.5734837025395952
-3.0960647328155044,0.3460638,0.6426707867760827
-3.0834731790937013,0.33741617,0.7074013421068926
-3.0708816253718982,0.32887977,0.7672588958468134
-3.058290071650095,0.32041913,0.8218583279237547
-3.045698517928293,0.31196898,0.8708483487192072
-3.03310696420649,0.30342722,0.9139137592455499
-3.0205154104846876,0.29464918,0.9507774791182587
-3.0079238567628845,0.28543723,0.9812023292752475
-2.9953323030410814,0.2755313,1.004992557973351
-2.9827407493192784,0.2645965,1.0219951002438423
-2.970149195597476,0.25221357,1.0321005627036652
-2.957557641875673,0.23787001,1.0352439273861997
-2.944966088153871,0.2209593,1.0314049700631323
-2.9323745344320677,0.20079061,1.0206083903659806
-2.9197829807102647,0.17661682,1.0029236528700844
-2.9071914269884624,0.14768997,0.9784645401635036
-2.8945998732666594,0.11334158,0.9473884207763593
-2.882008319544857,0.073085584,0.9098952366807422
-2.869416765823054,0.026732303,0.8662262168754868
-2.856825212101251,-0.02552326,0.8166623253326459
-2.844233658379448,-0.08306803,0.7615224532913598
-2.8316421046576457,-0.1449169,0.7011613675299131
-2.8190505509358426,-0.20984371,0.6359674278165771
-2.8064589972140404,-0.276546,0.566360088225135
-2.7938674434922373,-0.34381026,0.49278719839136886
-2.781275889770434,-0.410608,0.4157221220741904
-2.768684336048632,-0.47612303,0.3356606915603027
-2.756092782326829,-0.5397113,0.25311801750766644
-2.7435012286050267,-0.60083383,0.16862517475306932
-2.7309096748832236,-0.65900433,0.08272578540699535
-2.7183181211614205,-0.71375984,-0.004027478779858658
-2.7057265674396174,-0.76467043,-0.09107645227497282
-2.693135013717815,-0.8113735,-0.1778610669690839
-2.680543459996012,-0.8536061,-0.2638229556223233
-2.66795190627421,-0.8912366,-0.3484090443670165
-2.6553603525524068,-0.92427045,-0.4310751111533206
-2.6427687988306037,-0.95284337,-0.5112892872426817
-2.6301772451088006,-0.9771982,-0.5885354792208382
-2.6175856913869984,-0.9976545,-0.6623166895132993
-2.6049941376651953,-1.014577,-0.7321582140392738
-2.592402583943393,-1.0283514,-0.7976106964305034
-2.57981103022159,-1.0393585,-0.8582530191644394
-2.567219476499787,-1.0479616,-0.9136950130102305
-2.5546279227779847,-1.0544962,-0.9635799673552083
-2.5420363690561816,-1.0592643,-1.0075869252605567
-2.5294448153343794,-1.0625339,-1.0454327484798474
-2.5168532616125763,-1.0645382,-1.0768739391543178
-2.504261707890773,-1.0654792,-1.1017082064641295
-2.49167015416897,-1.0655302,-1.1197757681559304
-2.479078600447168,-1.0648394,-1.1309603785727123
-2.466487046725365,-1.0635315,-1.1351900765717156
-2.4538954930035626,-1.061714,-1.1324376485182925
-2.4413039392817595,-1.0594765,-1.122720803376878
-2.4287123855599564,-1.0568954,-1.1061020587725268
-2.416120831838154,-1.0540359,-1.0826883387560966
-2.403529278116351,-1.0509529,-1.0526302858610204
-2.390937724394549,-1.0476929,-1.016121291877891
-2.378346170672746,-1.0442964,-0.9733962535827394
-2.3657546169509427,-1.0407975,-0.924730061424649
-2.3531630632291396,-1.0372258,-0.8704358308963438
-2.3405715095073374,-1.0336066,-0.8108628879670492
-2.3279799557855343,-1.029963,-0.7463945215391995
-2.315388402063732,-1.0263134,-0.6774455173896228
-2.302796848341929,-1.0226756,-0.6044594894615783
-2.290205294620126,-1.0190648,-0.5279060256780872
-2.277613740898323,-1.015495,-0.4482776666401156
-2.2650221871765206,-1.0119772,-0.36608673664857105
-2.2524306334547175,-1.0085245,-0.2818620474390749
-2.2398390797329153,-1.0051461,-0.19614549583758403
-2.227247526011112,-1.0018519,-0.10948857722720853
-2.214655972289309,-0.9986513,-0.022448837258545858
-2.202064418567507,-0.9955531,0.06441371536711527
-2.189472864845704,-0.9925651,0.1505402119617189
-2.1768813111239016,-0.98969585,0.23537651957952851
-2.1642897574020985,-0.98695356,0.3183768062768041
-2.1516982036802954,-0.98434645,0.3990070529632236
-2.1391066499584923,-0.98188215,0.47674848925014324
-2.12651509623669,-0.9795694,0.5511009311895527
-2.113923542514887,-0.97741634,0.621585999428965
-2.101331988793085,-0.9754314,0.6877501970767347
-2.0887404350712817,-0.97362405,0.7491678274751199
-2.0761488813494786,-0.9720033,0.8054437331081623
-2.0635573276276755,-0.9705791,0.8562158380225281
-2.0509657739058733,-0.969361,0.9011574774034447
-2.038374220184071,-0.9683605,0.9399794993174158
-2.025782666462268,-0.9675881,0.972432125099192
-2.013191112740465,-0.9670556,0.9983065564133914
-2.000599559018662,-0.96677476,1.0174363186510378
-1.9880080052968596,-0.9667588,1.0296983320176547
-1.9754164515750565,-0.9670201,1.0350137034216165
-1.9628248978532543,-0.9675723,1.0333482340677766
-1.9502333441314512,-0.96842974,1.0247126394905581
-1.9376417904096481,-0.969606,1.0091624806108204
-1.925050236687845,-0.9711154,0.9867978062600754
-1.9124586829660428,-0.97297233,0.9577625094720393
-1.8998671292442406,-0.97519106,0.9222434016830905
-1.8872755755224375,-0.97778505,0.8804690107981893
-1.8746840218006344,-0.98076755,0.8327081108554355
-1.8620924680788313,-0.98415047,0.779267992749295
-1.8495009143570291,-0.9879442,0.7204924871385928
-1.836909360635226,-0.99215835,0.6567597522597329
-1.8243178069134238,-0.9967992,0.5884798408782946
-1.8117262531916207,-1.0018711,0.5160920620329931
-1.7991346994698176,-1.0073745,0.4400621545465188
-1.7865431457480145,-1.0133063,0.36087929048861245
-1.7739515920262123,-1.0196594,0.279052927870998
-1.7613600383044101,-1.026421,0.19510953282370322
-1.748768484582607,-1.033573,0.10958919234213532
-1.736176930860804,-1.0410913,0.023042139398320456
-1.7235853771390008,-1.0489446,-0.0639747872265569
-1.7109938234171977,-1.0570952,-0.150901725610961
-1.6984022696953955,-1.0654973,-0.23717939281253492
-1.6858107159735933,-1.0740973,-0.32225268326253137
-1.6732191622517902,-1.0828325,-0.40557424028324063
-1.6606276085299871,-1.0916327,-0.4866079777494819
-1.648036054808184,-1.1004175,-0.5648325292360427
-1.6354445010863818,-1.1090968,-0.6397446024593914
-1.6228529473645787,-1.1175696,-0.7108622174314208
-1.6102613936427765,-1.1257224,-0.7777278074910344
-1.5976698399209734,-1.1334267,-0.839911163261893
-1.5850782861991703,-1.1405381,-0.8970122005948514
-1.5724867324773673,-1.14689,-0.9486635346864836
-1.559895178755565,-1.1522907,-0.9945328438118495
-1.5473036250337628,-1.1565155,-1.0343250074634578
-1.5347120713119597,-1.1593007,-1.0677840051396885
-1.5221205175901567,-1.1603359,-1.0946945635660361
-1.5095289638683536,-1.1592551,-1.1148835417510343
-1.4969374101465514,-1.1556307,-1.1282210449654742
-1.4843458564247483,-1.1489729,-1.1346212604776535
-1.471754302702946,-1.1387357,-1.1340430096675738
-1.459162748981143,-1.1243374,-1.1264900129678241
-1.4465711952593399,-1.1052034,-1.1120108659265318
-1.4339796415375368,-1.0808318,-1.090698726546388
-1.4213880878157354,-1.0508872,-1.0626907159114005
-1.4087965340939324,-1.015313,-1.0281670359576753
-1.3962049803721293,-0.97443026,-0.9873498100645065
-1.3836134266503262,-0.9290021,-0.9405016539252612
-1.371021872928523,-0.8802082,-0.8879239858930563
-1.35843031920672,-0.8295144,-0.8299550876723382
-1.3458387654849169,-0.77845573,-0.7669679278337747
-1.3332472117631156,-0.7283772,-0.6993677621558434
-1.3206556580413125,-0.6802318,-0.6275895262323304
-1.3080641043195094,-0.6344628,-0.5520950371216866
-1.2954725505977063,-0.5910117,-0.47337002204249157
-1.2828809968759032,-0.5494143,-0.3919209932323607
-1.2702894431541019,-0.508947,-0.3082719890772324
-1.2576978894322988,-0.468776,-0.22296120247836623
-1.2451063357104957,-0.42809892,-0.13653751815010995
-1.2325147819886926,-0.3862474,-0.049556981127044056
-1.2199232282668895,-0.342768,0.03742078079790926
-1.2073316745450882,-0.29747164,0.12383615768663878
-1.194740120823285,-0.25045305,0.20913315795417695
-1.182148567101482,-0.20209093,0.29276298558664143
-1.1695570133796789,-0.15300508,0.3741875710633991
-1.1569654596578758,-0.10399641,0.4528830332655295
-1.1443739059360745,-0.055961683,0.5283430500969246
-1.1317823522142696,-0.0097987205,0.6000821161317069
-1.1191907984924683,0.03366933,0.6676386663282142
-1.1065992447706652,0.07376347,0.7305780457121803
-1.094007691048862,0.10998026,0.7884953059218351
-1.081416137327059,0.14199862,0.8410178106225168
-1.068824583605256,0.16966346,0.8878076330274935
-1.0562330298834546,0.19294813,0.9285637300995487
-1.0436414761616515,0.2119185,0.9630238794446596
-1.0310499224398484,0.2266905,0.9909663664358267
-1.0184583687180453,0.23739561,1.012211410712307
-1.0058668149962422,0.24415389,1.026622322876151
-0.9932752612744409,0.24705443,1.0341063839439595
-0.9806837075526378,0.24614343,1.034615441895515
-0.9680921538308347,0.2414228,1.0281462214811143
-0.9555006001090316,0.2328516,1.0147403452943446
-0.9429090463872285,0.22035578,0.994484065974696
-0.9303174926654272,0.20384404,0.9675077112630271
-0.9177259389436223,0.1832296,0.9339848454803222
-0.905134385221821,0.15845487,0.8941311528248416
-0.8925428315000179,0.12952244,0.8482030496722771
-0.8799512777782148,0.096521,0.7964960348075355
-0.8673597240564117,0.059657343,0.7393427882024555
-0.8547681703346086,0.019267775,0.6771110305719302
-0.8421766166128073,-0.024182156,0.6102011574799008
-0.8295850628910042,-0.07011093,0.5390436632171959
-0.8169935091692011,-0.11786462,0.4640963710259771
-0.804401955447398,-0.1667598,0.38584148749118835
-0.7918104017255949,-0.21613921,0.30478250005101715
-0.7792188480037936,-0.2654186,0.22144093758756986
-0.7666272942819905,-0.31411588,0.13635301493987179
-0.7540357405601874,-0.3618691,0.05006618292837479
-0.7414441868383843,-0.4084251,-0.0368643939123077
-0.7288526331165812,-0.45362532,-0.12387940923020524
-0.7162610793947799,-0.49738014,-0.2104190134010093
-0.7036695256729768,-0.5396402,-0.29592641556853727
-0.6910779719511737,-0.5803704,-0.37985146600513414
-0.6784864182293706,-0.6195319,-0.46165419574355354
-0.6658948645075675,-0.6570614,-0.5408082907063566
-0.6533033107857644,-0.69286263,-0.6168044779805347
-0.6407117570639613,-0.7268014,-0.6891538024502618
-0.62812020334216,-0.75870025,-0.7573907727060917
-0.6155286496203569,-0.78834784,-0.8210763559900629
-0.6029370958985538,-0.8154962,-0.8798008029072542
-0.5903455421767507,-0.8398757,-0.9331862837299636
-0.5777539884549476,-0.86120373,-0.9808893193325221
-0.5651624347331463,-0.8791979,-1.0226029911163086
-0.5525708810113432,-0.8935906,-1.058058915706456
-0.5399793272895401,-0.90413827,-1.0870289717150763
-0.527387773567737,-0.91063005,-1.1093267674612277
-0.5147962198459339,-0.9128923,-1.1248088402043073
-0.5022046661241326,-0.91078323,-1.1333755791751055
-0.4896131124023295,-0.9041881,-1.134971866465793
-0.4770215586805264,-0.8930047,-1.1295874316553765
-0.46443000495872333,-0.8771307,-1.1172569178890028
-0.45183845123692024,-0.8564561,-1.0980596589859477
-0.4392468975151189,-0.83086264,-1.0721191690103697
-0.42665534379331405,-0.8002362,-1.0396023475888767
-0.4140637900715127,-0.76449466,-1.0007184060879344
-0.40147223634970963,-0.7236221,-0.9557175215598553
-0.38888068262790654,-0.6777082,-0.9048892271180273
-0.37628912890610344,-0.6269802,-0.8485605490974213
-0.36369757518430035,-0.5718076,-0.7870939029858902
-0.35110602146249903,-0.51269096,-0.7208847616636876
-0.33851446774069593,-0.45021093,-0.6503591109535731
-0.32592291401889284,-0.3849604,-0.575970708852483
-0.31333136029708974,-0.3174683,-0.4981981660785353
-0.30073980657528665,-0.24813528,-0.417541866717091
-0.28814825285348533,-0.1772045,-0.33452074877822446
-0.27555669913168224,-0.104770735,-0.24966896537924368
-0.26296514540987914,-0.030820146,-0.1635324480342015
-0.25037359168807605,0.044685997,-0.07666539416175694
-0.23778203796627295,0.12173156,0.010373298589258076
-0.22519048424447163,0.20014885,0.09702362825528704
-0.21259893052266676,0.27956468,0.18272809157866524
-0.20000737680086544,0.35936594,0.26693527095151154
-0.18741582307906235,0.43871367,0.3491033822052026
-0.17482426935725925,0.5165975,0.428703760418546
-0.16223271563545616,0.5919074,0.5052242613176631
-0.14964116191365306,0.66353256,0.5781725563828971
-0.13704960819185175,0.7304574,0.6470793004623003
-0.12445805447004865,0.7918364,0.7115011515114946
-0.11186650074824556,0.8470436,0.7710236230309319
-0.09927494702644246,0.8957008,0.8252637508483301
-0.08668339330463937,0.9376675,0.8738725570882111
-0.07409183958283805,0.97301507,0.9165372954755561
-0.06150028586103495,1.0019882,0.9529834635274482
-0.04890873213923186,1.0249608,0.9829765686862882
-0.036317178417428764,1.0423864,1.0063236370315025
-0.02372562469562567,1.0547634,1.022874454862689
-0.011134070973822574,1.0625973,1.0325225351659593
0.0014574827479787444,1.0663757,1.0352058027452893
0.01404903646978184,1.0665517,1.0309069936107729
0.026640590191584934,1.0635276,1.019653766054143
0.03923214391338803,1.0576497,1.001518522696909
0.051823697635191124,1.0492043,0.9766179446560367
0.06441525135699244,1.0384148,0.9451122408243292
0.07700680507879554,1.0254434,0.9072041170955705
0.08959835880059863,1.0103927,0.8631374721664405
0.10218991252240173,0.9933081,0.8131958283062565
0.11478146624420482,0.97418165,0.7577005071909347
0.12737301996600792,0.9529578,0.6970085625377344
0.13996457368780924,0.9295357,0.6315104828421018
0.15255612740961233,0.90378416,0.5616276789970208
0.16514768113141542,0.8755436,0.4878097729595212
0.17773923485321852,0.84464383,0.4105317049087251
0.19033078857502161,0.8109235,0.3302906775079493
0.20292234229682293,0.7742427,0.24760295693125964
0.21551389601862603,0.7345138,0.16300055123643392
0.22810544974042912,0.6917179,0.07702778745565997
0.24069700346223222,0.6459383,-0.00976219057345544
0.2532885571840353,0.59736913,-0.09681098110364145
0.2658801109058384,0.5463356,-0.18355851720282118
0.2784716646276397,0.493302,-0.2694466701926579
0.2910632183494428,0.43884933,-0.3539228406165515
0.3036547720712459,0.38367152,-0.4364435136328155
0.316246325793049,0.32852507,-0.5164777559580845
0.3288378795148521,0.27419847,-0.5935106318616349
0.3414294332366552,0.2214711,-0.6670465162323811
0.3540209869584565,0.17105958,-0.7366122834024409
0.3666125406802596,0.12359718,-0.80176035121062
0.3792040944020627,0.07959745,-0.8620715607203409
0.3917956481238658,0.039447643,-0.9171578730642717
0.4043872018456689,0.003410682,-0.9666648660641601
0.4169787555674702,-0.028373614,-1.0102740145628217
0.4295703092892733,-0.05586554,-1.04770473979678
0.4421618630110764,-0.07911338,-1.0787162146239226
0.4547534167328795,-0.09822948,-1.103108912991562
0.4673449704546826,-0.113370374,-1.1207258936756261
0.4799365241764857,-0.12472208,-1.1314538100315021
0.492528077898287,-0.13248326,-1.1352236392598563
0.5051196316200901,-0.13685681,-1.1320111264953714
0.5177111853418932,-0.13803937,-1.1218369408611595
0.5303027390636963,-0.13621731,-1.1047665424848088
0.5428942927854994,-0.131561,-1.080909761331673
0.5554858465073007,-0.12422533,-1.0504200905651686
0.5680774002291038,-0.114345446,-1.0134936989805372
0.5806689539509069,-0.10203613,-0.9703681688660775
0.59326050767271,-0.08739413,-0.9213209674122961
0.6058520613945131,-0.07048918,-0.8666676615039011
0.6184436151163162,-0.05136992,-0.8067598873805406
0.6310351688381175,-0.030056909,-0.7419830882293906
0.6436267225599206,-0.0065398365,-0.6727540342657263
0.6562182762817237,0.019217767,-0.5995181412572878
0.6688098300035268,0.047288515,-0.5227466047447061
0.6814013837253299,0.07776771,-0.44293336839639463
0.693992937447133,0.11077956,-0.3605919460032818
0.7065844911689343,0.14646265,-0.2762521175605027
0.7191760448907374,0.18495473,-0.1904565206932106
0.7317675986125405,0.22638503,-0.10375715935725131
0.7443591523343436,0.27084416,-0.01671185227728201
0.7569507060561467,0.31837094,0.07011935602693911
0.769542259777948,0.3689258,0.15617779853490202
0.7821338134997511,0.4223678,0.24090978015699957
0.7947253672215542,0.4784494,0.3237701401769496
0.8073169209433573,0.5367911,0.4042257597846626
0.8199084746651604,0.59689873,0.4817589921321166
0.8325000283869635,0.65816176,0.5558709928435264
0.8450915821087648,0.71986514,0.6260849295514743
0.8576831358305679,0.78123146,0.6919490498090862
0.870274689552371,0.84143513,0.7530395876393413
0.8828662432741741,0.8996571,0.8089634900211331
0.8954577969959772,0.95511425,0.8593609457698836
0.9080493507177785,1.0070945,0.9039077005420882
0.9206409044395816,1.0549957,0.9423171430692139
0.9332324581613847,1.0983356,0.9743421491981435
0.9458240118831878,1.1367668,0.9997766718738509
0.9584155656049909,1.1700747,1.0184570668343416
0.971007119326794,1.1981564,1.0302631454884605
0.9835986730485953,1.221012,1.035118948202405
0.9961902267703984,1.238716,1.0329932330196574
1.0087817804922015,1.2513962,1.0238996766699402
1.0213733342140046,1.259217,1.0078967865739246
1.0339648879358077,1.2623562,0.9850875244098357
1.0465564416576107,1.2609977,0.9556186436639121
1.059147995379412,1.255321,0.9196797454268886
1.0717395491012152,1.245499,0.877502058511415
1.0843311028230183,1.2316929,0.8293569517391537
1.0969226565448214,1.214062,0.775554187969304
1.1095142102666244,1.1927575,0.7164399311021137
1.1221057639884258,1.1679404,0.6523945188801862
1.1346973177102289,1.1397781,0.5838300158171883
1.147288871432032,1.1084554,0.5111875619984304
1.159880425153835,1.0741837,0.43493453481079036
1.1724719788756381,1.0372005,0.3555615418633855
1.1850635325974412,0.9977779,0.2735792644463188
1.1976550863192426,0.9562196,0.18951517183652125
1.2102466400410457,0.9128608,0.1039101275905929
1.2228381937628487,0.8680685,0.0173149096597277
1.2354297474846518,0.8222251,-0.06971333328412017
1.248021301206455,0.77573204,-0.1566146665108669
1.2606128549282563,0.72898805,-0.2428299718202676
1.2732044086500593,0.6823835,-0.327804544876436
1.2857959623718624,0.63629574,-0.41099166414369886
1.2983875160936655,0.59106845,-0.4918561084616863
1.3109790698154686,0.5470162,-0.5698776006276081
1.3235706235372717,0.50440943,-0.6445541548299747
1.336162177259073,0.46347624,-0.7154053063965458
1.3487537309808761,0.42440605,-0.7819752030765464
1.3613452847026792,0.38733983,-0.8438355379678816
1.3739368384244823,0.35238707,-0.9005883052192483
1.3865283921462854,0.3196168,-0.9518683607769751
1.3991199458680885,0.28907025,-0.9973457717009482
1.4117114995898898,0.2607682,-1.0367279389342445
1.424303053311693,0.23470888,-1.0697614798687238
1.436894607033496,0.21088207,-1.0962338585941842
1.4494861607552991,0.18926692,-1.1159747533422553
