theta,V_unperturbed
-1.47436336338404,-2.3918009
-1.461784413820117,-2.5210888
-1.4492054642561936,-2.6498
-1.4366265146922705,-2.7779145
-1.4240475651283475,-2.9054134
-1.4114686155644245,-3.0322795
-1.3988896660005015,-3.1584954
-1.3863107164365784,-3.2840471
-1.373731766872655,-3.408918
-1.361152817308732,-3.5330932
-1.348573867744809,-3.6565645
-1.335994918180886,-3.7793186
-1.3234159686169629,-3.9013448
-1.3108370190530398,-4.0226336
-1.2982580694891164,-4.1431766
-1.2856791199251933,-4.262966
-1.2731001703612703,-4.3819957
-1.2605212207973473,-4.50026
-1.2479422712334243,-4.617753
-1.2353633216695012,-4.734471
-1.2227843721055782,-4.8504114
-1.2102054225416548,-4.965571
-1.1976264729777317,-5.079946
-1.1850475234138087,-5.193537
-1.1724685738498857,-5.306341
-1.1598896242859627,-5.4183555
-1.1473106747220396,-5.5295835
-1.1347317251581162,-5.640023
-1.1221527755941931,-5.7496734
-1.10957382603027,-5.858533
-1.096994876466347,-5.9666023
-1.084415926902424,-6.0738792
-1.071836977338501,-6.1803637
-1.0592580277745776,-6.286053
-1.0466790782106545,-6.3909464
-1.0341001286467315,-6.4950395
-1.0215211790828085,-6.5983315
-1.0089422295188855,-6.700816
-0.9963632799549624,-6.80249
-0.9837843303910394,-6.9033475
-0.9712053808271159,-7.003382
-0.9586264312631929,-7.102585
-0.9460474816992699,-7.20095
-0.9334685321353469,-7.2984686
-0.9208895825714238,-7.3951297
-0.9083106330075008,-7.4909215
-0.8957316834435773,-7.585832
-0.8831527338796543,-7.679849
-0.8705737843157313,-7.772957
-0.8579948347518083,-7.8651423
-0.8454158851878852,-7.956388
-0.8328369356239622,-8.0466795
-0.8202579860600392,-8.135999
-0.8076790364961157,-8.224326
-0.7951000869321927,-8.311646
-0.7825211373682697,-8.397936
-0.7699421878043466,-8.48318
-0.7573632382404236,-8.567353
-0.7447842886765006,-8.650442
-0.7322053391125771,-8.732424
-0.7196263895486541,-8.813277
-0.7070474399847311,-8.892984
-0.694468490420808,-8.971524
-0.681889540856885,-9.048879
-0.669310591292962,-9.125028
-0.656731641729039,-9.199952
-0.6441526921651155,-9.273636
-0.6315737426011925,-9.34606
-0.6189947930372695,-9.41721
-0.6064158434733464,-9.487067
-0.5938368939094234,-9.555619
-0.5812579443455004,-9.622849
-0.5686789947815769,-9.688746
-0.5561000452176539,-9.753297
-0.5435210956537309,-9.816487
-0.5309421460898078,-9.878309
-0.5183631965258848,-9.938752
-0.5057842469619618,-9.997807
-0.4932052973980383,-10.055464
-0.4806263478341153,-10.111716
-0.46804739827019226,-10.166554
-0.45546844870626924,-10.219974
-0.4428894991423462,-10.271968
-0.4303105495784232,-10.322532
-0.41773160001450016,-10.371658
-0.4051526504505767,-10.419346
-0.39257370088665366,-10.465586
-0.37999475132273064,-10.510378
